grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,597,FAR (IC del modelo AR),0.14531502932887924,3.9125628801685433,1.0,1.0
mejores,597,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14531502932887924,3.882699972258211,1.0,1.0
mejores,597,PSBPM-FD (predictiva bayesiana),0.14531502932887924,3.8219772680848836,1.0,1.0
mejores,668,FAR (IC del modelo AR),0.21389858226853442,3.9125628801685433,1.0,1.0
mejores,668,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.21389858226853442,3.882699972258211,1.0,1.0
mejores,668,PSBPM-FD (predictiva bayesiana),0.21389858226853442,3.858109257817268,1.0,1.0
mejores,592,FAR (IC del modelo AR),0.21484316849656046,3.9125628801685433,1.0,1.0
mejores,592,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.21484316849656046,3.882699972258211,1.0,1.0
mejores,592,PSBPM-FD (predictiva bayesiana),0.21484316849656046,3.923828754425049,1.0,1.0
mejores,742,FAR (IC del modelo AR),0.22729438880173994,3.9125628801685433,1.0,1.0
mejores,742,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.22729438880173994,3.882699972258211,1.0,1.0
mejores,742,PSBPM-FD (predictiva bayesiana),0.22729438880173994,4.286600460696227,1.0,1.0
mejores,644,FAR (IC del modelo AR),0.23120060636690354,3.9125628801685433,1.0,1.0
mejores,644,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.23120060636690354,3.882699972258211,1.0,1.0
mejores,644,PSBPM-FD (predictiva bayesiana),0.23120060636690354,4.0568989062076435,1.0,1.0
peores,647,FAR (IC del modelo AR),2.751555134713399,3.9125628801685433,0.13,0.0
peores,647,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.751555134713399,3.882699972258211,0.14,0.0
peores,647,PSBPM-FD (predictiva bayesiana),2.751555134713399,3.836003484725952,0.09,0.0
peores,738,FAR (IC del modelo AR),2.689949922376972,3.9125628801685433,0.02,0.0
peores,738,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.689949922376972,3.882699972258211,0.01,0.0
peores,738,PSBPM-FD (predictiva bayesiana),2.689949922376972,3.960462240893394,0.01,0.0
peores,663,FAR (IC del modelo AR),2.464238891621227,3.9125628801685433,0.28,0.0
peores,663,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.464238891621227,3.882699972258211,0.29,0.0
peores,663,PSBPM-FD (predictiva bayesiana),2.464238891621227,3.9383276446606033,0.35,0.0
peores,745,FAR (IC del modelo AR),2.4231837042830318,3.9125628801685433,0.25,0.0
peores,745,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.4231837042830318,3.882699972258211,0.25,0.0
peores,745,PSBPM-FD (predictiva bayesiana),2.4231837042830318,4.045310895722359,0.27,0.0
peores,613,FAR (IC del modelo AR),2.381860197572174,3.9125628801685433,0.16,0.0
peores,613,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.381860197572174,3.882699972258211,0.18,0.0
peores,613,PSBPM-FD (predictiva bayesiana),2.381860197572174,3.8686287518544122,0.17,0.0
