variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.020000000000000018,0.005656854249492385,0.036750000000000005,0.016617009357883843
fpc_2_lag1,0.03899999999999998,0.012020815280171319,1.0,0.0,0.039000000000000035,0.02262741699796954
fpc_3_lag1,0.033499999999999974,0.0,0.024499999999999966,0.01131370849898477,0.0,0.0
