t,bloque,banda,I_t_puntual,I_t_simultaneo
559,train,FAR (IC del modelo AR),1.0,1.0
560,train,FAR (IC del modelo AR),1.0,1.0
561,test,FAR (IC del modelo AR),0.31,0.0
562,test,FAR (IC del modelo AR),0.47,0.0
563,test,FAR (IC del modelo AR),0.57,0.0
564,test,FAR (IC del modelo AR),1.0,1.0
565,test,FAR (IC del modelo AR),1.0,1.0
566,test,FAR (IC del modelo AR),1.0,1.0
567,test,FAR (IC del modelo AR),1.0,1.0
568,test,FAR (IC del modelo AR),1.0,1.0
569,test,FAR (IC del modelo AR),1.0,1.0
570,test,FAR (IC del modelo AR),1.0,1.0
571,test,FAR (IC del modelo AR),1.0,1.0
572,test,FAR (IC del modelo AR),1.0,1.0
573,test,FAR (IC del modelo AR),1.0,1.0
574,test,FAR (IC del modelo AR),1.0,1.0
575,test,FAR (IC del modelo AR),1.0,1.0
576,test,FAR (IC del modelo AR),1.0,1.0
577,test,FAR (IC del modelo AR),1.0,1.0
578,test,FAR (IC del modelo AR),1.0,1.0
579,test,FAR (IC del modelo AR),1.0,1.0
580,test,FAR (IC del modelo AR),1.0,1.0
581,test,FAR (IC del modelo AR),1.0,1.0
582,test,FAR (IC del modelo AR),1.0,1.0
583,test,FAR (IC del modelo AR),1.0,1.0
584,test,FAR (IC del modelo AR),1.0,1.0
585,test,FAR (IC del modelo AR),1.0,1.0
586,test,FAR (IC del modelo AR),0.42,0.0
587,test,FAR (IC del modelo AR),1.0,1.0
588,test,FAR (IC del modelo AR),1.0,1.0
589,test,FAR (IC del modelo AR),0.39,0.0
590,test,FAR (IC del modelo AR),1.0,1.0
591,test,FAR (IC del modelo AR),1.0,1.0
592,test,FAR (IC del modelo AR),1.0,1.0
593,test,FAR (IC del modelo AR),0.7,0.0
594,test,FAR (IC del modelo AR),1.0,1.0
595,test,FAR (IC del modelo AR),1.0,1.0
596,test,FAR (IC del modelo AR),1.0,1.0
597,test,FAR (IC del modelo AR),1.0,1.0
598,test,FAR (IC del modelo AR),1.0,1.0
599,test,FAR (IC del modelo AR),1.0,1.0
600,test,FAR (IC del modelo AR),0.65,0.0
601,test,FAR (IC del modelo AR),1.0,1.0
602,test,FAR (IC del modelo AR),1.0,1.0
603,test,FAR (IC del modelo AR),1.0,1.0
604,test,FAR (IC del modelo AR),1.0,1.0
605,test,FAR (IC del modelo AR),0.89,0.0
606,test,FAR (IC del modelo AR),1.0,1.0
607,test,FAR (IC del modelo AR),1.0,1.0
608,test,FAR (IC del modelo AR),1.0,1.0
609,test,FAR (IC del modelo AR),0.91,0.0
610,test,FAR (IC del modelo AR),1.0,1.0
611,test,FAR (IC del modelo AR),1.0,1.0
612,test,FAR (IC del modelo AR),1.0,1.0
613,test,FAR (IC del modelo AR),0.16,0.0
614,test,FAR (IC del modelo AR),0.82,0.0
615,test,FAR (IC del modelo AR),1.0,1.0
616,test,FAR (IC del modelo AR),1.0,1.0
617,test,FAR (IC del modelo AR),1.0,1.0
618,test,FAR (IC del modelo AR),1.0,1.0
619,test,FAR (IC del modelo AR),0.91,0.0
620,test,FAR (IC del modelo AR),1.0,1.0
621,test,FAR (IC del modelo AR),1.0,1.0
622,test,FAR (IC del modelo AR),1.0,1.0
623,test,FAR (IC del modelo AR),1.0,1.0
624,test,FAR (IC del modelo AR),1.0,1.0
625,test,FAR (IC del modelo AR),1.0,1.0
626,test,FAR (IC del modelo AR),1.0,1.0
627,test,FAR (IC del modelo AR),1.0,1.0
628,test,FAR (IC del modelo AR),1.0,1.0
629,test,FAR (IC del modelo AR),1.0,1.0
630,test,FAR (IC del modelo AR),1.0,1.0
631,test,FAR (IC del modelo AR),0.64,0.0
632,test,FAR (IC del modelo AR),1.0,1.0
633,test,FAR (IC del modelo AR),1.0,1.0
634,test,FAR (IC del modelo AR),0.69,0.0
635,test,FAR (IC del modelo AR),1.0,1.0
636,test,FAR (IC del modelo AR),1.0,1.0
637,test,FAR (IC del modelo AR),1.0,1.0
638,test,FAR (IC del modelo AR),1.0,1.0
639,test,FAR (IC del modelo AR),1.0,1.0
640,test,FAR (IC del modelo AR),1.0,1.0
641,test,FAR (IC del modelo AR),1.0,1.0
642,test,FAR (IC del modelo AR),0.79,0.0
643,test,FAR (IC del modelo AR),1.0,1.0
644,test,FAR (IC del modelo AR),1.0,1.0
645,test,FAR (IC del modelo AR),1.0,1.0
646,test,FAR (IC del modelo AR),1.0,1.0
647,test,FAR (IC del modelo AR),0.13,0.0
648,test,FAR (IC del modelo AR),1.0,1.0
649,test,FAR (IC del modelo AR),1.0,1.0
650,test,FAR (IC del modelo AR),1.0,1.0
651,test,FAR (IC del modelo AR),1.0,1.0
652,test,FAR (IC del modelo AR),1.0,1.0
653,test,FAR (IC del modelo AR),1.0,1.0
654,test,FAR (IC del modelo AR),0.45,0.0
655,test,FAR (IC del modelo AR),1.0,1.0
656,test,FAR (IC del modelo AR),1.0,1.0
657,test,FAR (IC del modelo AR),1.0,1.0
658,test,FAR (IC del modelo AR),1.0,1.0
659,test,FAR (IC del modelo AR),1.0,1.0
660,test,FAR (IC del modelo AR),1.0,1.0
661,test,FAR (IC del modelo AR),1.0,1.0
662,test,FAR (IC del modelo AR),1.0,1.0
663,test,FAR (IC del modelo AR),0.28,0.0
664,test,FAR (IC del modelo AR),0.67,0.0
665,test,FAR (IC del modelo AR),1.0,1.0
666,test,FAR (IC del modelo AR),1.0,1.0
667,test,FAR (IC del modelo AR),1.0,1.0
668,test,FAR (IC del modelo AR),1.0,1.0
669,test,FAR (IC del modelo AR),0.98,0.0
670,test,FAR (IC del modelo AR),1.0,1.0
671,test,FAR (IC del modelo AR),1.0,1.0
672,test,FAR (IC del modelo AR),1.0,1.0
673,test,FAR (IC del modelo AR),1.0,1.0
674,test,FAR (IC del modelo AR),1.0,1.0
675,test,FAR (IC del modelo AR),1.0,1.0
676,test,FAR (IC del modelo AR),1.0,1.0
677,test,FAR (IC del modelo AR),0.98,0.0
678,test,FAR (IC del modelo AR),0.97,0.0
679,test,FAR (IC del modelo AR),1.0,1.0
680,test,FAR (IC del modelo AR),1.0,1.0
681,test,FAR (IC del modelo AR),0.97,0.0
682,test,FAR (IC del modelo AR),1.0,1.0
683,test,FAR (IC del modelo AR),0.71,0.0
684,test,FAR (IC del modelo AR),1.0,1.0
685,test,FAR (IC del modelo AR),1.0,1.0
686,test,FAR (IC del modelo AR),1.0,1.0
687,test,FAR (IC del modelo AR),1.0,1.0
688,test,FAR (IC del modelo AR),0.16,0.0
689,test,FAR (IC del modelo AR),1.0,1.0
690,test,FAR (IC del modelo AR),1.0,1.0
691,test,FAR (IC del modelo AR),1.0,1.0
692,test,FAR (IC del modelo AR),1.0,1.0
693,test,FAR (IC del modelo AR),1.0,1.0
694,test,FAR (IC del modelo AR),0.62,0.0
695,test,FAR (IC del modelo AR),0.97,0.0
696,test,FAR (IC del modelo AR),0.47,0.0
697,test,FAR (IC del modelo AR),1.0,1.0
698,test,FAR (IC del modelo AR),1.0,1.0
699,test,FAR (IC del modelo AR),1.0,1.0
700,test,FAR (IC del modelo AR),1.0,1.0
701,test,FAR (IC del modelo AR),0.96,0.0
702,test,FAR (IC del modelo AR),1.0,1.0
703,test,FAR (IC del modelo AR),1.0,1.0
704,test,FAR (IC del modelo AR),0.87,0.0
705,test,FAR (IC del modelo AR),1.0,1.0
706,test,FAR (IC del modelo AR),1.0,1.0
707,test,FAR (IC del modelo AR),1.0,1.0
708,test,FAR (IC del modelo AR),1.0,1.0
709,test,FAR (IC del modelo AR),0.54,0.0
710,test,FAR (IC del modelo AR),0.85,0.0
711,test,FAR (IC del modelo AR),1.0,1.0
712,test,FAR (IC del modelo AR),1.0,1.0
713,test,FAR (IC del modelo AR),0.45,0.0
714,test,FAR (IC del modelo AR),1.0,1.0
715,test,FAR (IC del modelo AR),0.54,0.0
716,test,FAR (IC del modelo AR),1.0,1.0
717,test,FAR (IC del modelo AR),0.59,0.0
718,test,FAR (IC del modelo AR),1.0,1.0
719,test,FAR (IC del modelo AR),1.0,1.0
720,test,FAR (IC del modelo AR),1.0,1.0
721,test,FAR (IC del modelo AR),0.98,0.0
722,test,FAR (IC del modelo AR),0.9,0.0
723,test,FAR (IC del modelo AR),1.0,1.0
724,test,FAR (IC del modelo AR),1.0,1.0
725,test,FAR (IC del modelo AR),1.0,1.0
726,test,FAR (IC del modelo AR),1.0,1.0
727,test,FAR (IC del modelo AR),1.0,1.0
728,test,FAR (IC del modelo AR),0.74,0.0
729,test,FAR (IC del modelo AR),1.0,1.0
730,test,FAR (IC del modelo AR),1.0,1.0
731,test,FAR (IC del modelo AR),1.0,1.0
732,test,FAR (IC del modelo AR),1.0,1.0
733,test,FAR (IC del modelo AR),0.42,0.0
734,test,FAR (IC del modelo AR),1.0,1.0
735,test,FAR (IC del modelo AR),0.39,0.0
736,test,FAR (IC del modelo AR),0.96,0.0
737,test,FAR (IC del modelo AR),1.0,1.0
738,test,FAR (IC del modelo AR),0.02,0.0
739,test,FAR (IC del modelo AR),0.87,0.0
740,test,FAR (IC del modelo AR),1.0,1.0
741,test,FAR (IC del modelo AR),0.48,0.0
742,test,FAR (IC del modelo AR),1.0,1.0
743,test,FAR (IC del modelo AR),1.0,1.0
744,test,FAR (IC del modelo AR),0.92,0.0
745,test,FAR (IC del modelo AR),0.25,0.0
746,test,FAR (IC del modelo AR),1.0,1.0
747,test,FAR (IC del modelo AR),1.0,1.0
748,test,FAR (IC del modelo AR),1.0,1.0
749,test,FAR (IC del modelo AR),1.0,1.0
750,test,FAR (IC del modelo AR),1.0,1.0
751,test,FAR (IC del modelo AR),1.0,1.0
752,test,FAR (IC del modelo AR),1.0,1.0
753,test,FAR (IC del modelo AR),0.75,0.0
754,test,FAR (IC del modelo AR),1.0,1.0
755,test,FAR (IC del modelo AR),1.0,1.0
756,test,FAR (IC del modelo AR),1.0,1.0
757,test,FAR (IC del modelo AR),1.0,1.0
758,test,FAR (IC del modelo AR),1.0,1.0
759,test,FAR (IC del modelo AR),1.0,1.0
760,test,FAR (IC del modelo AR),1.0,1.0
761,test,FAR (IC del modelo AR),1.0,1.0
762,test,FAR (IC del modelo AR),1.0,1.0
763,test,FAR (IC del modelo AR),1.0,1.0
764,test,FAR (IC del modelo AR),0.89,0.0
765,test,FAR (IC del modelo AR),0.44,0.0
766,test,FAR (IC del modelo AR),1.0,1.0
767,test,FAR (IC del modelo AR),1.0,1.0
768,test,FAR (IC del modelo AR),0.91,0.0
769,test,FAR (IC del modelo AR),1.0,1.0
770,test,FAR (IC del modelo AR),1.0,1.0
771,test,FAR (IC del modelo AR),1.0,1.0
772,test,FAR (IC del modelo AR),0.97,0.0
773,test,FAR (IC del modelo AR),1.0,1.0
774,test,FAR (IC del modelo AR),0.6,0.0
775,test,FAR (IC del modelo AR),1.0,1.0
776,test,FAR (IC del modelo AR),0.77,0.0
777,test,FAR (IC del modelo AR),1.0,1.0
778,test,FAR (IC del modelo AR),1.0,1.0
779,test,FAR (IC del modelo AR),1.0,1.0
780,test,FAR (IC del modelo AR),1.0,1.0
781,test,FAR (IC del modelo AR),1.0,1.0
782,test,FAR (IC del modelo AR),0.21,0.0
783,test,FAR (IC del modelo AR),1.0,1.0
784,test,FAR (IC del modelo AR),0.79,0.0
785,test,FAR (IC del modelo AR),1.0,1.0
786,test,FAR (IC del modelo AR),1.0,1.0
787,test,FAR (IC del modelo AR),1.0,1.0
788,test,FAR (IC del modelo AR),1.0,1.0
789,test,FAR (IC del modelo AR),0.7,0.0
790,test,FAR (IC del modelo AR),0.69,0.0
791,test,FAR (IC del modelo AR),0.97,0.0
792,test,FAR (IC del modelo AR),0.85,0.0
793,test,FAR (IC del modelo AR),1.0,1.0
794,test,FAR (IC del modelo AR),0.84,0.0
795,test,FAR (IC del modelo AR),1.0,1.0
796,test,FAR (IC del modelo AR),0.83,0.0
797,test,FAR (IC del modelo AR),1.0,1.0
798,test,FAR (IC del modelo AR),1.0,1.0
799,test,FAR (IC del modelo AR),0.86,0.0
800,test,FAR (IC del modelo AR),0.68,0.0
