lectura,norma2,carga_fpc1,carga_fpc2,fraccion_explicada
a=0.25,2.8560894375214003,-0.9776067875645166,-0.8841215115025309,0.6083093391156158
a=0.5,2.8209512790519042,-1.2075486470718904,-0.15218200207866447,0.5251182846729937
b=0.75,2.856089437521401,-0.984355745344385,0.9645242944959022,0.6649873505759519
b=0.5,2.8209512790519042,-1.2075486470718904,-0.15218200207866447,0.5251182846729937
