-7.047959256245230897e+00,-4.244275052264218751e+00,-1.317330833306900040e+00,-7.201501658461726407e-01
-5.528580342609842546e+00,-2.208965950781134779e+00,1.086322832478034883e-03,-1.416599918888796494e-01
-4.249855307335431931e+00,-5.592371550580141903e-01,9.740171301707584162e-01,2.441392681626393668e-01
-3.192008797430088585e+00,7.388346277524459049e-01,1.636343832544333798e+00,4.598445951600065862e-01
-2.335265459901896268e+00,1.719172690497548617e+00,2.022948673789595198e+00,5.280529699548435207e-01
-1.659849941758950731e+00,2.415700326024594169e+00,2.168713897742936325e+00,4.713613733987723209e-01
-1.145986890009337955e+00,2.862340827180885228e+00,2.108521748240747673e+00,3.123667863434145264e-01
-7.739009516611474737e-01,3.093017486813723238e+00,1.877254469119419733e+00,7.366618964039120532e-02
-5.238167737224699305e-01,3.141653597770409423e+00,1.509794304215346550e+00,-2.221434358586751034e-01
-3.759590032013932492e-01,3.042172452898247670e+00,1.041023497364921058e+00,-5.524651093021621939e-01
-3.105522871060077406e-01,2.828497345044537870e+00,5.058242924045316391e-01,-8.947018498384494700e-01
-3.078212724444025494e-01,2.534551567056581689e+00,-6.092106682942745322e-02,-1.226256676615914420e+00
-3.479906062246670984e-01,2.194258411781682128e+00,-6.243303365005650196e-01,-1.524532608782936061e+00
-4.112849354548905878e-01,1.841541172067140852e+00,-1.149521272772488834e+00,-1.766932665487891185e+00
-4.779289071431626068e-01,1.510323140760258642e+00,-1.601611631808808278e+00,-1.930859865879159809e+00
-5.304143529075058261e-01,1.230411903955482611e+00,-1.950501851768348116e+00,-1.997314909632457169e+00
-5.652245723522471010e-01,1.006215801906712226e+00,-2.195607718493401084e+00,-1.969500848937122628e+00
-5.841749474050745849e-01,8.324636423194651247e-01,-2.347593177333529457e+00,-1.859081947593084649e+00
-5.890913562187233277e-01,7.038651787013291417e-01,-2.417144315684572664e+00,-1.677739125328642444e+00
-5.817996769459281570e-01,6.151301645598898915e-01,-2.414947220942369910e+00,-1.437153301872093225e+00
-5.641257877394234566e-01,5.609683534027354312e-01,-2.351687980502759512e+00,-1.149005396951733760e+00
-5.378955667519440542e-01,5.360894987374521525e-01,-2.238052681761580232e+00,-8.249763302958622591e-01
-5.049348921362246667e-01,5.352033540716272242e-01,-2.084727412114671719e+00,-4.767470216327761579e-01
-4.670696420450001773e-01,5.530196729128479260e-01,-1.902398258957872512e+00,-1.159983906907734452e-01
-4.261256946310049698e-01,5.842482087687010939e-01,-1.701751309687021374e+00,2.455886428018489442e-01
-3.839289280469740939e-01,6.235987151467738965e-01,-1.493472651697957287e+00,5.963331591167931878e-01
-3.423052204456418224e-01,6.657809455546531696e-01,-1.288248372386517904e+00,9.245542385257627949e-01
-3.030804499797432605e-01,7.055046534999257490e-01,-1.096764559148543094e+00,1.218570961300458499e+00
-2.680804948020129586e-01,7.374795924901789146e-01,-9.297072993798720653e-01,1.466702407712583422e+00
-2.389817027452286469e-01,7.568279193843250319e-01,-7.968828322448505697e-01,1.658331252580477866e+00
-2.159914357789074479e-01,7.627232415646953978e-01,-6.994537678816360460e-01,1.793288923548666647e+00
-1.984832748084857657e-01,7.566387275006112301e-01,-6.336766826895818827e-01,1.877337451453730433e+00
-1.858212307989223211e-01,7.400739394758785172e-01,-5.957518427812262818e-01,1.916306937183235970e+00
-1.773693147151760297e-01,7.145284397743031368e-01,-5.818795142691068900e-01,1.916027481624748896e+00
-1.724915375222056124e-01,6.815017906796907443e-01,-5.882599632657609101e-01,1.882329185665836180e+00
-1.705519101849699293e-01,6.424935544758478834e-01,-6.110934558837262109e-01,1.821042150194064568e+00
-1.709144436684277846e-01,5.990032934465802095e-01,-6.465802582355406614e-01,1.737996476097000365e+00
-1.729431489375379827e-01,5.525305698756932671e-01,-6.909206364337416861e-01,1.639022264262209871e+00
-1.760020369572593280e-01,5.045749460469933778e-01,-7.403148565908671541e-01,1.529949615577259614e+00
