M,experiment_id,objetivo_evaluacion,modo_residuo,n_lags,M_fpca,K_base,var_explicada,n_train_origenes,n_test_origenes,w_ventana,p_bic_libre,far_hs_norm,far_hs_referencia,far_radio_espectral,mise_truncamiento_test,mise_test_VAR,mise_test_FAR1,mise_test_RF,mise_test_GBT,mise_test_media,mise_test_persistencia,mise_test_PSBPM-FD
3,escenario_D_r01_m03,curva_verdadera,ninguno,1,3,7,0.995419,279,120,20,1,0.895087,0.70,0.677729,0.01243858,1.83150153,1.84110535,3.79027832,3.35139927,8.86541139,1.33394858,1.97419653
