M,p_covariables,var_explicada,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_scores,CRPS,energy,Cob_puntual,PIT_ks_max,salto_T0_w20,degradacion_rmse
3,3,0.9954186643145869,1.9741965266126824,0.012438580884719917,158.71557574850598,1.0617844116485398,0.5989749861309437,7.154347445224802,0.9165555555555556,0.3195777777777778,1.5692096122039678,1.326714644770631
