M,puesto_PSBPM,de_n_modelos,n_que_lo_superan,MISE_PSBPM,MISE_mejor,mejor_modelo,MISE_VAR,MISE_truncamiento,piso_sobre_PSBPM,far_hs,far_hs_referencia,var_explicada
3,4,7,3,1.9741965266126824,1.3339485830771187,persistencia,1.8315015289953946,0.012438580884719917,0.006300578851722517,0.8950867532469692,0.70,0.9954186643145869
