M,bloque,modelo,MISE,RMSE_func,RMSE_scores,R2_scores,MISE_VAR,MISE_rel_VAR
3,train,VAR,1.2546523007936823,1.1201126286198555,0.8536349604118166,0.26580284691235606,1.2546523007936823,1.0
3,train,FAR1,1.2546688125686296,1.1201199991825115,0.8536406342229818,0.2657939337213201,1.2546523007936823,1.0000131604389015
3,train,RF,0.8557250052274369,0.9250540553002494,0.6847917749147708,0.5240089022111719,1.2546523007936823,0.6820415542107663
3,train,GBT,0.12153530770003211,0.3486191441961157,0.24799854251466125,0.9358922342478636,1.2546523007936823,0.09686771994372458
3,train,media,2.094004515583708,1.447067557366866,1.001124383831279,-4.773494718982955e-06,1.2546523007936823,1.6689918906290284
3,train,persistencia,1.5718006666695048,1.2537147469299006,0.9990713759803981,-0.018178467883936917,1.2546523007936823,1.2527778936644018
3,train,(truncamiento FPCA),0.009559594553978744,0.09777317911359303,,,1.2546523007936823,0.007619317756745376
3,train,PSBPM-FD,1.1580890568969011,1.0761454627033007,0.8003110660108123,0.34926823803181534,1.2546523007936823,0.9230358531716747
3,test,VAR,1.8315015289953946,1.3533297931381674,0.9848934804036995,0.27577736857228785,1.8315015289953946,1.0
3,test,FAR1,1.8411053520075276,1.356873373608432,0.9859760943354056,0.2744164538334967,1.8315015289953946,1.0052436882307167
3,test,RF,3.7902783199971055,1.9468637137707163,1.26752813526318,-0.16621588460471626,1.8315015289953946,2.0694923045333895
3,test,GBT,3.3513992748620964,1.8306827346271928,1.424114789924939,-0.537589578867755,1.8315015289953946,1.8298643063106739
3,test,media,8.86541138809996,2.977484070167288,1.538019644978137,-0.8009901059738859,1.8315015289953946,4.840515417403319
3,test,persistencia,1.3339485830771187,1.1549669186072469,0.9978206368074671,0.1822475220749974,1.8315015289953946,0.7283360466582898
3,test,(truncamiento FPCA),0.012438580884719917,0.11152838600428107,,,1.8315015289953946,0.006791466284793472
3,test,PSBPM-FD,1.9741965266126824,1.4050610401732313,1.0617844116485398,0.16187991313701003,1.8315015289953946,1.0779114815675628
