metrica,bloque,columna,minimo,maximo,promedio,M
1. MAE  (L^1),train,mae_f,0.6993023577398971,0.9955221571012685,0.840244560389049,1
1. MAE  (L^1),test,mae_f,0.7726973018520443,1.0738018721944471,0.8779924699083919,1
2. RMSE (L^2),train,rmse_f,0.8715771225471148,1.2437941183751027,1.049994800283705,1
2. RMSE (L^2),test,rmse_f,0.9612802035745716,1.3331903946777512,1.0888274176830661,1
3. E_max promedio por curva,train,linf_medio,1.7279864251497266,2.3767623976476866,2.0160815276904875,1
3. E_max promedio por curva,test,linf_medio,1.8084130288828046,2.4225968869912915,2.05264594458685,1
4. E_max peor de la ventana,train,linf_max,2.315456065129876,4.4014713582484335,3.236592637068836,1
4. E_max peor de la ventana,test,linf_max,2.5475783213608016,3.96847669558623,3.177304257123916,1
5. MPIW,train,mpiw,1.787750899332983,1.9422243657714606,1.848764403349555,1
5. MPIW,test,mpiw,1.7877066649869855,1.8917962701547828,1.8402940513638943,1
6. PICP puntual,train,picp,0.504,0.6966666666666667,0.6046654320987653,1
6. PICP puntual,test,picp,0.49333333333333335,0.6633333333333333,0.5809049773755656,1
7. PICPB curva completa,train,picp_simultaneo,0.0,0.05,0.00027777777777777783,1
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.00904977375565611,1
8. Winkler,train,winkler,7.390937481397617,15.285856131022305,11.533242664493285,1
8. Winkler,test,winkler,9.422288159108522,18.233658535037968,12.59299780312991,1
9. Winkler max promedio,train,winkler_max_medio,40.687913267748016,63.46912662754329,51.5802393494471,1
9. Winkler max promedio,test,winkler_max_medio,41.82710089890183,64.88836621732504,54.492054942076386,1
10. Winkler max peor ventana,train,winkler_max_glob,73.45246040265613,141.9047260337847,102.72099352618035,1
10. Winkler max peor ventana,test,winkler_max_glob,76.74661195378087,143.2440196903383,100.4213969540647,1
1. MAE  (L^1),train,mae_f,0.6986386806908786,0.9676259365337622,0.8173406293300188,2
1. MAE  (L^1),test,mae_f,0.7625577254250133,0.9851711325004905,0.8509449407691406,2
2. RMSE (L^2),train,rmse_f,0.8795211026970484,1.1828642463861392,1.0234154524929224,2
2. RMSE (L^2),test,rmse_f,0.9630446299758524,1.2174085256474114,1.0557099696456107,2
3. E_max promedio por curva,train,linf_medio,1.713143649152478,2.284437765924814,1.9669020366585537,2
3. E_max promedio por curva,test,linf_medio,1.8145937016373428,2.2671683082642384,2.0154615095242274,2
4. E_max peor de la ventana,train,linf_max,2.379917447744366,4.05195044546141,3.126149497846536,2
4. E_max peor de la ventana,test,linf_max,2.554448098312945,4.008968217052849,3.1238847709590445,2
5. MPIW,train,mpiw,2.4951146044530255,2.6053304370498047,2.544253221297013,2
5. MPIW,test,mpiw,2.5169309275707055,2.6425887419440848,2.5495517212351166,2
6. PICP puntual,train,picp,0.6686666666666666,0.8446666666666667,0.763920987654321,2
6. PICP puntual,test,picp,0.68,0.8093333333333333,0.7519306184012067,2
7. PICPB curva completa,train,picp_simultaneo,0.0,0.15,0.038240740740740735,2
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.018099547511312215,2
8. Winkler,train,winkler,5.106472247494466,9.96605873208836,7.475778349247178,2
8. Winkler,test,winkler,5.982161889013257,10.41941110594868,7.916477785292107,2
9. Winkler max promedio,train,winkler_max_medio,28.87880765488357,51.208944361546834,39.14923201175858,2
9. Winkler max promedio,test,winkler_max_medio,32.51644871744116,50.91330336409483,41.81341614974734,2
10. Winkler max peor ventana,train,winkler_max_glob,57.191982792340404,124.30443629934376,87.34473652483422,2
10. Winkler max peor ventana,test,winkler_max_glob,68.54707580675176,141.27268804255488,91.5064715352505,2
1. MAE  (L^1),train,mae_f,0.6882033866336122,0.940436267633588,0.8016152111238568,3
1. MAE  (L^1),test,mae_f,0.7570688309345128,0.9617617595641639,0.8348929475005683,3
2. RMSE (L^2),train,rmse_f,0.8569801185753628,1.183157674819946,1.0038968658417904,3
2. RMSE (L^2),test,rmse_f,0.9592570744893069,1.1926428274230503,1.0360995941295035,3
3. E_max promedio por curva,train,linf_medio,1.6785435843449334,2.264052557580258,1.929971509690252,3
3. E_max promedio por curva,test,linf_medio,1.7847833690967085,2.2493339439727116,1.983084110369402,3
4. E_max peor de la ventana,train,linf_max,2.3635237031549003,4.025636504462078,3.1138137072151784,3
4. E_max peor de la ventana,test,linf_max,2.6687476307894458,3.7187246257898705,3.02182554438758,3
5. MPIW,train,mpiw,3.0463788730852355,3.157913276242737,3.0907187542288845,3
5. MPIW,test,mpiw,3.0572032936030458,3.1709676816925585,3.091220218509856,3
6. PICP puntual,train,picp,0.7826666666666666,0.918,0.8605481481481482,3
