M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
1,10.894244875594818,8.227954487609477,8.974877728009403,4.047900599660122,4.180053887949355,0.244743019679899,-0.17868746681788616
