M,objeto,estrato,n,cobertura,ancho_medio,desvio,crps
1,score 1,determinista,269,0.9591078066914498,4.125867915319686,0.0017143229821766637,0.5210666002685699
1,score 1,ambiguo,130,0.9538461538461539,4.092635972522772,-0.0035473298631192307,0.5525477125278477
1,curva,determinista,269,0.9476539736762785,10.367625519676574,-0.0019328311736841464,
1,curva,ambiguo,130,0.9535862785862786,10.322349914420938,0.003999473736316039,
