modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.31839298507198255,0.23085239960129988,1.3792058718985467
VAR,7.030856286396036,5.596494072282983,1.2562965663122614
FAR1,7.057490175620753,5.595166493327695,1.2613548111636887
PSBPM-FD,7.406836134351257,5.551057802315994,1.3343107562780199
RF,7.643579933004118,3.9751683252333296,1.9228317665153123
persistencia,8.681788040795876,8.202709445264588,1.058404920804291
GBT,8.860479186356129,2.413481533124298,3.6712438296082874
media,9.052154129443116,6.277040615107189,1.4421053940063662
