bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),2.658104096799008,0.9332444444444444,0.00166398786531399,-0.016755555555555524,2.066542048365792,0.7433333333333333
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.696446951691213,0.9270222222222222,0.0017340001503062228,-0.022977777777777764,2.0487335457683478,0.72
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.433207890870215,0.9349777777777778,0.001643767121103989,-0.015022222222222159,1.9284645382235943,0.6633333333333333
test,representacion_fpca,FAR (IC del modelo AR),2.628444293318783,0.9342222222222222,0.001652621644248853,-0.01577777777777778,2.066542048365792,0.7633333333333333
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.6614241772542275,0.9288888888888889,0.0017134023460504842,-0.02111111111111108,2.0487335457683478,0.74
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.3913689718733093,0.9367555555555556,0.0016226806996292417,-0.013244444444444392,1.9284645382235943,0.74
train,curva_suavizada,FAR (IC del modelo AR),2.4042640047193657,0.950919540229885,0.0009455640356804002,0.0009195402298850519,2.0665420483657924,0.7816091954022989
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.399634760802991,0.9504980842911878,0.0009494046939993128,0.0004980842911878058,2.0487335457683473,0.7772988505747126
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.2215009674722954,0.9506704980842912,0.0009478358305202165,0.0006704980842912045,1.9237471029198387,0.7298850574712644
train,representacion_fpca,FAR (IC del modelo AR),2.3862046937372416,0.9525670498084291,0.0009303633516254788,0.002567049808429145,2.0665420483657924,0.8103448275862069
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.3822678880832173,0.951992337164751,0.0009357002740008419,0.0019923371647510013,2.0487335457683473,0.8103448275862069
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.1982639758066664,0.952816091954023,0.0009280390365712597,0.0028160919540229923,1.9237471029198387,0.7859195402298851
