componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,4,2,0,2,0,0.5,0.0,0.5,,0.41631250000000003,
FPC 2,4,2,0,2,0,0.5,0.0,0.5,,0.4605,
FPC 3,4,2,0,2,0,0.5,0.0,0.5,,0.29531250000000003,
FPC 4,4,1,0,3,0,0.25,0.0,0.25,,0.3245,
