M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
4,1,atomos_global,3.40437514397205,4.021991550096196,2,2000,11.359289955093821,22.827527581096735,1.722675989190804,1.9016569410651514,False
4,1,atomos_punto,3.374487866686043,3.767320716734409,2,2000,11.59104543621568,45.068286100164286,3.5904098317055455,1.5071621514576101,False
4,1,senal_gating,0.029887277286007048,0.25467083336178753,2,2000,13.518789612759186,18.763907115608596,3.816217751484662,1.6520176363337096,False
4,1,sd_argumento,0.07039034371497363,0.14863247079673814,2,2000,18.63946616344043,55.399079060853566,3.1220299710588484,1.772765796021204,False
4,1,alpha,0.07607357737635216,0.13761773832520827,2,2000,14.245930299868226,17.996760138839242,2.0811025292845917,1.1023998987949695,False
4,1,psi_0,0.1713997907373177,0.38041662672722715,2,2000,20.10486406474136,49.25054249998857,3.2041285602570526,1.8062896607157624,False
4,1,psi_1,0.022031776502299632,0.00011385554152687751,2,2000,11.09281449952914,575.0439807988345,1.6375017849512545,1.4658567942976264,False
4,1,psi_2,0.0018578355579911008,0.00011422989274363949,2,2000,12.998656705557412,539.439610963349,1.0236676187616105,1.0441586070331161,False
4,1,psi_3,6.49800994008354e-05,8.739890962987295e-05,2,2000,1369.62209328967,1625.3374319906475,0.8965740860404438,0.9999478103339201,True
4,1,Gamma_0,-0.0059440987524349495,-0.3199182870834378,2,2000,42.80172681483207,53.115646076712096,2.116909498909308,1.3310437090837317,False
4,1,Gamma_1,0.41284928866836196,-0.5106273136931703,2,2000,3.8713220462973204,7.850910321694257,2.794043399084523,3.0142347559445293,False
4,1,Gamma_2,-0.05834991560116498,-0.48693403113460115,2,2000,7.282661193520902,8.7425562998421,4.981364764060529,3.5966346621012075,False
4,1,Gamma_3,0.19527483408775476,0.5417186526491375,2,2000,6.9219040141199075,10.581220963578911,4.494016628560326,2.507571641722967,False
4,2,atomos_global,4.3019940788724105,3.459924493857189,2,2000,11.742894495179923,45.034215896359235,0.7761062395721793,1.847164800726999,False
4,2,atomos_punto,4.038582176778479,3.1976634999633267,2,2000,12.912143766542815,29.084733955683227,1.3940745336167841,2.045414473797903,False
4,2,senal_gating,0.2634119020939314,0.262260993893862,2,2000,6.775487379330336,10.944664184695654,3.0715899323075515,0.9997634629669315,False
4,2,sd_argumento,0.11243426490323849,0.19906654252105319,2,2000,12.562536986267503,15.377634044584996,3.8446433948223118,1.2670368374840073,False
4,2,alpha,0.008699964156200458,0.2285380152452811,2,2000,12.119223891738953,16.606286631180776,3.5172652567258176,1.3780550460230983,False
4,2,psi_0,0.1555773339744761,0.788596550462842,2,2000,8.875336023009607,26.79236057566622,3.2142265717433265,1.3785443713727643,False
4,2,psi_1,0.00011301538897790737,0.00019915866877024785,2,2000,1104.0124425046943,1175.7070341864348,0.47919975904513634,1.0010387464991564,True
4,2,psi_2,9.27618728856952e-05,0.3482608822422099,2,2000,3.661360754108828,565.4091194233704,3.408328683263966,1.2769564574238632,False
4,2,psi_3,0.2990744244217873,0.0002261719730090764,2,2000,19.69398272778754,582.266595270898,2.276016985344302,3.5243665947693947,False
4,2,Gamma_0,-0.14516181614502138,-0.1317025919748822,2,2000,4.888891309088797,12.0807655912767,3.7165070122698416,1.0007559705606046,False
4,2,Gamma_1,0.494566928934194,-0.09635191719426214,2,2000,3.4483243781408386,4.893223756150801,5.108080598593958,3.242619141083926,False
4,2,Gamma_2,0.025087085983212867,-0.15053248231138303,2,2000,4.46644723216752,11.113940679299306,7.187039356506099,1.9714332511761512,False
4,2,Gamma_3,0.090405504890784,-0.07748452895793628,2,2000,7.921647356291399,8.35820759672741,3.508411985131686,1.4938194682192674,False
4,3,atomos_global,3.1100332009138594,2.5637147096386603,2,2000,6.499818488759323,18.707427610776495,2.3869786746189265,1.2040648719549596,False
4,3,atomos_punto,3.049183860480071,2.5597990612372303,2,2000,6.476376301909927,19.270149940416236,2.3962186400590357,1.172410489238039,False
4,3,senal_gating,0.06084934043378791,0.003915648401429907,2,2000,8.036839172051813,17.43553634110536,1.0572903295811333,1.3512752701163948,False
