objetivo,metrica,bloque,columna,minimo,maximo,promedio,M
curva_suavizada,1. MAE  (L^1),train,mae_f,0.5459866647422444,0.8462520812365762,0.6788989304084023,1
curva_suavizada,1. MAE  (L^1),test,mae_f,0.593549432948683,0.8287555464230331,0.7002789735449966,1
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.7052880056079464,1.1047004388953405,0.8839699892633405,1
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.7708675023224933,1.1311512943190627,0.9294576605829576,1
curva_suavizada,3. E_max promedio por curva,train,linf_medio,1.757246796759029,2.8530805421225867,2.246044890556699,1
curva_suavizada,3. E_max promedio por curva,test,linf_medio,1.953529450807342,2.8134260221925094,2.3212193799759864,1
curva_suavizada,4. E_max peor de la ventana,train,linf_max,2.8436597948536733,6.243570404880028,4.377422085469345,1
curva_suavizada,4. E_max peor de la ventana,test,linf_max,3.3318853108902093,9.344496308895675,5.250681245434015,1
curva_suavizada,5. MPIW,train,mpiw,0.8612778674469015,0.9061103089909777,0.8817885183754927,1
curva_suavizada,5. MPIW,test,mpiw,0.8593849106440251,0.8896188969515638,0.8769436155724377,1
curva_suavizada,6. PICP puntual,train,picp,0.3231111111111111,0.4693333333333333,0.3972167249708479,1
curva_suavizada,6. PICP puntual,test,picp,0.3457777777777778,0.4493333333333333,0.39838950389503897,1
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.0,0.0,0.0,1
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0,1
curva_suavizada,8. Winkler,train,winkler,10.676468541204233,20.848722136613627,15.012935457850793,1
curva_suavizada,8. Winkler,test,winkler,12.303781113173974,20.37196300443942,15.972260975956159,1
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,56.98985920147496,100.8982515549139,76.62653464546786,1
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,66.54196992606211,99.85335303960893,79.93193334848277,1
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,100.65181813133397,244.35161805101805,162.2446030229799,1
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,113.23708504699474,356.78407880541704,195.04401617317163,1
representacion_fpca,1. MAE  (L^1),train,mae_f,0.0886659673245178,0.23862462159878092,0.1672387773678662,1
representacion_fpca,1. MAE  (L^1),test,mae_f,0.09834548444291552,0.21300351842562967,0.1524520496545108,1
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.1232573145964854,0.35227138708242756,0.24571061263867802,1
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.14115012069298,0.32898042296686886,0.221816586168641,1
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.19528213675731163,0.5255581977486569,0.3683346246429152,1
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.21660076489274271,0.4691290634967262,0.33576763337619797,1
representacion_fpca,4. E_max peor de la ventana,train,linf_max,0.49319585967578433,2.1582517252147846,1.315244761414019,1
representacion_fpca,4. E_max peor de la ventana,test,linf_max,0.6302271076328122,2.2003180079436975,1.1368052286218744,1
representacion_fpca,5. MPIW,train,mpiw,0.8612778674469015,0.9061103089909777,0.8817885183754927,1
representacion_fpca,5. MPIW,test,mpiw,0.8593849106440251,0.8896188969515638,0.8769436155724377,1
representacion_fpca,6. PICP puntual,train,picp,0.8333333333333334,1.0,0.9511744127936033,1
representacion_fpca,6. PICP puntual,test,picp,0.9,1.0,0.9767527675276755,1
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.8333333333333334,1.0,0.9511744127936033,1
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.9,1.0,0.9767527675276755,1
representacion_fpca,8. Winkler,train,winkler,0.8746242815014225,2.072680251368712,1.1722057557624546,1
representacion_fpca,8. Winkler,test,winkler,0.864244294145737,1.8860218868169227,1.0619786874684753,1
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,1.9263140492936042,4.564969407264798,2.5817216189239427,1
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,1.9034526722455956,4.153864161664896,2.338952289558151,1
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,2.068864352895693,46.68810676415405,16.34577059495736,1
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,2.050040706768823,53.036477137635494,12.484148108227755,1
curva_suavizada,1. MAE  (L^1),train,mae_f,0.5464787488305904,0.8464485226452884,0.6789628534288225,2
curva_suavizada,1. MAE  (L^1),test,mae_f,0.5928840151825185,0.827346760115173,0.7000236524950005,2
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.7055651783258768,1.1045482394267547,0.8840154371182122,2
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.7701844029869124,1.1310849178960283,0.9292538120035897,2
curva_suavizada,3. E_max promedio por curva,train,linf_medio,1.7569025302133925,2.8532279635878184,2.2462127593103003,2
curva_suavizada,3. E_max promedio por curva,test,linf_medio,1.953098016376093,2.8126792304970816,2.3209036303491777,2
curva_suavizada,4. E_max peor de la ventana,train,linf_max,2.8417852616409798,6.245188205788418,4.377678676019091,2
curva_suavizada,4. E_max peor de la ventana,test,linf_max,3.3318583334141567,9.344649971760404,5.2500592786753115,2
curva_suavizada,5. MPIW,train,mpiw,1.2231002757760872,1.2502421230650684,1.2368478856013332,2
curva_suavizada,5. MPIW,test,mpiw,1.2224584720492735,1.2482007865837508,1.2332089588971273,2
curva_suavizada,6. PICP puntual,train,picp,0.44222222222222224,0.5991111111111111,0.521632517074796,2
curva_suavizada,6. PICP puntual,test,picp,0.4577777777777778,0.5711111111111111,0.5167134071340713,2
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.0,0.0,0.0,2
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0,2
curva_suavizada,8. Winkler,train,winkler,8.148856404919178,17.299064631917147,12.059614173636803,2
curva_suavizada,8. Winkler,test,winkler,9.894371963292302,16.998180696287456,13.061659553592795,2
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,51.58485634187126,94.35348889615511,71.76700773417701,2
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,61.86260138230564,92.7489371779324,74.82242174443451,2
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,100.64141353757901,242.18397483287987,157.46448183586008,2
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,113.14624020108585,356.66144537700376,191.8228799245934,2
representacion_fpca,1. MAE  (L^1),train,mae_f,0.15460107805319526,0.31710130454061203,0.23945559353961365,2
representacion_fpca,1. MAE  (L^1),test,mae_f,0.16403669367686435,0.29020916745931713,0.2144587111590646,2
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.22269915786610905,0.4573028564494769,0.3446469999521984,2
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.23861782518574953,0.4204616900946643,0.3133348730312262,2
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.4593915023532464,0.9532136371111651,0.7079297638591351,2
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.49991573842149,0.8747166507296522,0.6385536718113174,2
representacion_fpca,4. E_max peor de la ventana,train,linf_max,0.9927335923243501,3.618497926211635,1.9488120576628303,2
representacion_fpca,4. E_max peor de la ventana,test,linf_max,1.2852000055048074,2.6534157903859907,1.8788794104259066,2
representacion_fpca,5. MPIW,train,mpiw,1.2231002757760872,1.2502421230650684,1.2368478856013332,2
representacion_fpca,5. MPIW,test,mpiw,1.2224584720492735,1.2482007865837508,1.2332089588971273,2
representacion_fpca,6. PICP puntual,train,picp,0.8862222222222222,1.0,0.9514909212060636,2
representacion_fpca,6. PICP puntual,test,picp,0.8817777777777778,0.9933333333333333,0.9615186551865521,2
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.7333333333333333,1.0,0.870414792603698,2
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.7666666666666667,0.9666666666666667,0.8931119311193111,2
representacion_fpca,8. Winkler,train,winkler,1.2345067525953755,2.5446699658183776,1.6114405341668665,2
representacion_fpca,8. Winkler,test,winkler,1.2470701211012605,2.4433358275876533,1.515897852811665,2
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,2.7925428240672403,9.98207615838764,4.4589258101833,2
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,2.8210160439487435,7.319068826901234,4.131584684262334,2
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,3.016246333053517,90.7695498632789,30.78949298946287,2
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,3.251695434647232,63.983039911160695,25.02729304048381,2
curva_suavizada,1. MAE  (L^1),train,mae_f,0.5464683950249172,0.84630801714381,0.6788432594689595,3
curva_suavizada,1. MAE  (L^1),test,mae_f,0.5933707035411188,0.8278226658119789,0.7001195477200942,3
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.7056136669990869,1.103964533626543,0.8838762513599361,3
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.7705367140622983,1.1307576526596055,0.9293745366993607,3
curva_suavizada,3. E_max promedio por curva,train,linf_medio,1.7571850666476825,2.852935327956334,2.24623723318752,3
curva_suavizada,3. E_max promedio por curva,test,linf_medio,1.9525649591816467,2.8132011957612892,2.320961134294464,3
curva_suavizada,4. E_max peor de la ventana,train,linf_max,2.8417678946658835,6.230111722405397,4.377598893570246,3
curva_suavizada,4. E_max peor de la ventana,test,linf_max,3.34347633069711,9.342576540543151,5.250134448803524,3
curva_suavizada,5. MPIW,train,mpiw,1.5698326509683953,1.6007654984024622,1.5845157034282564,3
curva_suavizada,5. MPIW,test,mpiw,1.5641533704362658,1.5959016315154289,1.5811406053835404,3
curva_suavizada,6. PICP puntual,train,picp,0.552,0.7293333333333333,0.6450821256038648,3
curva_suavizada,6. PICP puntual,test,picp,0.5577777777777778,0.7,0.6351258712587127,3
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.0,0.0,0.0,3
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0,3
curva_suavizada,8. Winkler,train,winkler,5.863083822083314,13.844068864096664,9.233421942848297,3
curva_suavizada,8. Winkler,test,winkler,7.323813347537491,13.685117073503585,10.1626632045539,3
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,45.339222636365704,89.17357935225114,65.95284171984542,3
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,56.36439246024002,86.88786831484812,68.89902305155378,3
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,97.44204198684456,224.25754537340953,152.87576409992252,3
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,100.77673951714331,350.5504248684651,184.51646760883733,3
representacion_fpca,1. MAE  (L^1),train,mae_f,0.22792651206093734,0.37924408610172927,0.305614204697652,3
representacion_fpca,1. MAE  (L^1),test,mae_f,0.23639361427286912,0.3651388295043753,0.2851305627460948,3
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.3082716861994169,0.5547882152553645,0.4137253072333547,3
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.3199692761992582,0.49197052978395883,0.3890122523170115,3
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.5979757733476794,1.062258203048317,0.8102952879535005,3
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.6324482882897807,0.9748999148923192,0.7495953882279551,3
representacion_fpca,4. E_max peor de la ventana,train,linf_max,1.2307480805585211,3.5270144708882856,2.0027009144215624,3
representacion_fpca,4. E_max peor de la ventana,test,linf_max,1.3292983397322455,2.769646640468219,1.911098922447845,3
