M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_103_3_r01_m01,4,8,1.2645358902005428,5.6236999313940546,11.571808885319651,7,False,11.39575,25,25,True,0.37688791437242986,True,0.3283125
2,escenario_103_3_r01_m02,4,16,1.6934553996043682,4.834072214954667,12.473198508200156,12,False,11.489999999999998,25,25,True,,True,0.30709375
3,escenario_103_3_r01_m03,4,24,1.6934553996043682,4.834072214954667,14.214261947072375,17,False,11.432333333333332,25,25,True,,True,0.29054166666666664
4,escenario_103_3_r01_m04,4,32,1.6934553996043682,4.834072214954667,14.214261947072375,22,False,11.404625,25,25,True,,True,0.29490625
