M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.5016484978815248,3.5016484978815248,3.5016484978815248
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.5016484978815248,3.5016484978815248,3.5016484978815248
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.501680642317497,3.501680642317497,3.501680642317497
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.501680642317497,3.501680642317497,3.501680642317497
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,0.8593849109510581,0.8896188965795768,0.8769436155787026
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,0.8612778676523724,0.9061103079404889,0.8817885182666692
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.9013333333333333,0.9693333333333334,0.9372742927429274
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.896,0.9884444444444445,0.9461782442112278
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.9008888888888889,0.9697777777777777,0.9374071340713407
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.8946666666666667,0.9875555555555555,0.9461242711977343
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.3457777777777778,0.4493333333333333,0.39838950389503897
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.3231111111111111,0.4693333333333333,0.3972167249708479
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.1,0.5,0.2976629766297663
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.1,0.6666666666666666,0.3394302848575712
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.1,0.5,0.2976629766297663
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.1,0.6666666666666666,0.34092953523238384
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.0,0.0
1,8. Winkler,winkler,FAR (IC del modelo AR),test,3.9530078461599483,6.9781210776050075,4.932257866325952
1,8. Winkler,winkler,FAR (IC del modelo AR),train,3.69616498601372,6.031011134782618,4.514453055584886
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.9531278198109994,6.975257989072029,4.932616368167374
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.696737494644274,6.038534576524838,4.514140748007603
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,12.303781114439134,20.371963011525985,15.972260974396889
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,10.676468541637787,20.848722139291517,15.012935459320504
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,14.468588030420971,44.86506630338497,27.119203683715355
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,10.751973875746774,42.3060390089365,23.175078864021614
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,14.455604194260824,44.88734682085021,27.129944577822755
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,10.776259634553158,42.26841114528726,23.163721464315074
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,66.54196994713071,99.85335297796694,79.93193333767893
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,56.98985926587132,100.89825147101577,76.62653464614421
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,55.94710358272767,272.7596903677273,140.32015527165794
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,36.06904478255302,182.00898357436387,99.77914184195657
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,55.79633103029509,272.71643814052135,140.37216615724003
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,36.21753617357217,182.09263335723932,99.73763917977658
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,113.23708520365747,356.78407892971245,195.04401605181678
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,100.6518173336391,244.35161804499097,162.24460310757127
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.5016484978815248,3.5016484978815248,3.5016484978815248
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.5016484978815248,3.5016484978815248,3.5016484978815248
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.501733159221109,3.501733159221109,3.501733159221109
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.501733159221109,3.501733159221109,3.501733159221109
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,1.2224584716359774,1.2482007870806588,1.2332089590071202
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,1.2231002758128775,1.2502421230822802,1.2368478856168945
2,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.9013333333333333,0.9693333333333334,0.9372742927429274
2,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.896,0.9884444444444445,0.9461782442112278
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.9008888888888889,0.9697777777777777,0.9374710947109471
2,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.8946666666666667,0.9875555555555555,0.9460909545227387
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.4577777777777778,0.5711111111111111,0.5167134071340713
2,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.44222222222222224,0.5991111111111111,0.521632517074796
2,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.1,0.5,0.2976629766297663
