M,metrica,bloque,banda,razon_vs_mejor
2,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0012611133813794
2,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0005428318554561
2,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.682555408679564
2,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0005588434136663
2,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0009560039170131
2,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.4353762227447855
3,5. MPIW,train,FAR (IC del modelo AR),2.209948518080001
3,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.2097988867852396
3,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
3,5. MPIW,test,FAR (IC del modelo AR),2.2146679503495204
3,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.2145179995112243
3,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
3,6. PICP puntual,train,FAR (IC del modelo AR),1.0189117075171106
3,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.063224658502322
3,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),86.18077927669724
3,6. PICP puntual,test,FAR (IC del modelo AR),1.0170386823907804
3,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0336294980073721
3,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),58.38000401502436
3,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0048743528207573
3,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
3,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6410897443210815
3,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
3,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0
3,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4829983081725457
3,8. Winkler,train,FAR (IC del modelo AR),1.0003288157330865
3,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001249921318265
3,8. Winkler,train,PSBPM-FD (predictiva bayesiana),2.0336384075815257
3,8. Winkler,test,FAR (IC del modelo AR),1.0002101518308888
3,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001935407031812
3,8. Winkler,test,PSBPM-FD (predictiva bayesiana),2.0591674641988145
3,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0010985165656294
3,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000440998598921
3,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.985330871219184
3,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0005896316366063
3,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0007409182184883
3,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.6675803904178585
3,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0012410358388542
3,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006587483536873
3,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.6398190904573329
3,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.000501533183384
3,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006124054581311
3,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.3709313014202558
4,5. MPIW,train,FAR (IC del modelo AR),1.919581339088772
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9194213494308896
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
4,5. MPIW,test,FAR (IC del modelo AR),1.9231020428129775
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9229417597180967
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
4,6. PICP puntual,train,FAR (IC del modelo AR),1.0301950870211503
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0651281326852828
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),69.61402759799118
4,6. PICP puntual,test,FAR (IC del modelo AR),1.012126842050075
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0171955385874962
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),44.59899592331015
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0103278016357289
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6496561265933969
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4829983081725457
4,8. Winkler,train,FAR (IC del modelo AR),1.00032563006863
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000144040745943
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.7486509922771167
4,8. Winkler,test,FAR (IC del modelo AR),1.0001927954621288
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0002119458012455
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.785257006336842
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0010736808985536
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0004711993952329
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.8379800806615885
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0005415673675224
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0007787945371382
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.541513849779426
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0013153726183468
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006457181929769
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.6301382663376756
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0006913260401165
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006010005849524
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.3336948482254756
5,5. MPIW,train,FAR (IC del modelo AR),1.7215904374967113
5,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7213631101058644
5,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
5,5. MPIW,test,FAR (IC del modelo AR),1.7243430286986456
5,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7241153378419236
5,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
5,6. PICP puntual,train,FAR (IC del modelo AR),1.0350743217176157
5,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0566906624324244
5,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),56.25510426250648
5,6. PICP puntual,test,FAR (IC del modelo AR),1.0182878571113347
5,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0227833264085997
5,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),34.9748467207509
5,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0076284466125358
5,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
5,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6357760713319633
5,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
5,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0
5,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4829983081725457
5,8. Winkler,train,FAR (IC del modelo AR),1.0004468828433795
5,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000151930683724
5,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.5196983349322772
5,8. Winkler,test,FAR (IC del modelo AR),1.0002361409689338
5,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001907353858595
5,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.5620805126680313
5,9. Winkler max promedio,train,FAR (IC del modelo AR),1.001347522612602
5,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000533104905463
5,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.5430935168626503
5,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0005652995934324
5,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0009123355973764
5,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.3093170267918195
5,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0015055606330066
5,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000686188025328
5,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.546408894844226
5,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.00096431786417
5,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0004000930817083
5,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2839411061126507
6,5. MPIW,train,FAR (IC del modelo AR),1.5900441402829906
6,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5897226648400498
6,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
6,5. MPIW,test,FAR (IC del modelo AR),1.5908248721015343
6,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.590503238810078
6,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
6,6. PICP puntual,train,FAR (IC del modelo AR),1.0403604832494322
6,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0721462047724124
6,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),47.287339849339965
6,6. PICP puntual,test,FAR (IC del modelo AR),1.0254295665625115
6,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0310021041973216
6,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),28.905667971870624
6,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0076284466125358
6,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
6,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.631798003375181
6,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
6,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0
6,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4829983081725457
6,8. Winkler,train,FAR (IC del modelo AR),1.0004771900390839
6,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001170494542273
6,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.4012211526200862
6,8. Winkler,test,FAR (IC del modelo AR),1.000222823705603
6,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0003093682558495
6,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.4374711359589105
6,9. Winkler max promedio,train,FAR (IC del modelo AR),1.001381287826212
6,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006209899415115
6,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.4443734388363754
6,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0006888130385254
6,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0013480742971608
6,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.2126184996780145
6,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0015494868876764
6,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.00074169640922
6,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.5344307976490184
6,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.000883899156787
6,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.000398714060572
6,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2682999731481672
7,5. MPIW,train,FAR (IC del modelo AR),1.491229754656222
7,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4908203488596636
7,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
7,5. MPIW,test,FAR (IC del modelo AR),1.4910966025142327
7,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4906872332735832
7,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
7,6. PICP puntual,train,FAR (IC del modelo AR),1.0487237062192556
7,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.100292264507406
7,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),40.95047833482155
7,6. PICP puntual,test,FAR (IC del modelo AR),1.0364313389118742
7,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0216660638440442
7,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),26.1880114232209
7,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0048743528207573
7,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
7,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6081501817620312
7,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
7,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0060329418262997
7,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4762558436766937
7,8. Winkler,train,FAR (IC del modelo AR),1.0005224569674516
7,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001018000435133
7,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.3164807254172073
7,8. Winkler,test,FAR (IC del modelo AR),1.000227942227226
7,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0003133489400233
7,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.351382653408726
7,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0012992557342661
7,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0004540210306532
7,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.3716272846083575
7,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0009751626853423
7,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.001351840306263
7,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.1384534601093477
7,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0020956232543425
7,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006401350115919
7,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.5234545901631495
7,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0009456228686122
7,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0012141619753452
7,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2541323348365325
8,5. MPIW,train,FAR (IC del modelo AR),1.4088248643288193
8,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4083901420002707
8,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
8,5. MPIW,test,FAR (IC del modelo AR),1.4092010187814616
8,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4087661803826024
8,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
8,6. PICP puntual,train,FAR (IC del modelo AR),1.0491943875732919
8,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.087447139461872
8,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),34.52079611168061
8,6. PICP puntual,test,FAR (IC del modelo AR),1.0425901576136611
8,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0247970042443573
8,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),22.112863540689197
8,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0075737078439504
8,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0042276530241891
8,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6086230511354325
8,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0
8,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0060329418262997
8,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.4639294380096743
8,8. Winkler,train,FAR (IC del modelo AR),1.000567970086124
8,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0001020196752077
8,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.2487716292284914
8,8. Winkler,test,FAR (IC del modelo AR),1.0002515413920625
8,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0003062025037053
8,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.2843662378938634
8,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0013466985437331
8,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0004748171196618
8,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.298326388632719
8,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0011129995326287
8,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0013276691785242
8,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.067019595805383
8,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0022322249659592
8,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0006722951654052
8,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.5129658589022046
8,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0010167489054624
8,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0012850128715953
8,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2359177071730212
