M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
3,10.894244875594815,6.673885196925757,7.624286921209192,4.016067003303524,2.6578181936222327,0.38739350242837556,-0.35758718431683667
