bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9499428370146582,0.09540876770800144,5.112020418737087,2.260977757240678,1.0
train,VAR,0.9534103975927192,0.09084841799744885,5.431696081415635,2.3305999402333373,1.062534113030308
train,FAR1,0.9534270633728772,0.09081776422301384,5.432062440935608,2.330678536593069,1.062605779316818
train,RF,0.7864159349127942,0.37881064928140673,3.343067402237617,1.8284056995748008,0.6539620596944944
train,GBT,0.2666659875519571,0.9269769777025719,0.2948341899203377,0.5429863625546573,0.05767468941236659
train,media,1.000916247785735,-6.264964526270234e-06,6.762337154819833,2.6004494140090157,1.32283062290476
train,persistencia,1.298210810794804,-0.6926564903433183,9.278722538376886,3.0460995614682207,1.815079318612967
train,(truncamiento FPCA),,,0.00611188768344575,,0.001195591406686063
test,PSBPM-FD,1.1320276373358233,-0.026848763685937693,7.624286921209192,2.7612111330373112,1.0
test,VAR,1.0938667582423363,0.041661774658679596,6.673885196925757,2.5833863816560148,0.8753454934074406
test,FAR1,1.095305366752677,0.03916968500890946,6.712464279262485,2.5908423879623563,0.8804055183954049
test,RF,1.114594022181593,0.004392976247407347,7.650063742088496,2.7658748601642293,1.0033808828478894
test,GBT,1.2190431950883645,-0.19154517364925475,8.329978818726257,2.8861702684918393,1.0925584129781338
test,media,1.2117842863909905,-0.18694443044915424,10.894244875594815,3.3006431003055776,1.4288870537242342
test,persistencia,1.419433622583418,-0.6164219752680459,10.252461414375398,3.201946503984006,1.3447108589073644
test,(truncamiento FPCA),,,0.006409209974040838,,0.0008406307422943042
