fpc,carga_e,carga_e2,var_ratio,retenida
1,-0.012589876962804116,0.0001585050019385458,0.9649209667849066,1
2,-0.8490566722301227,0.72089723265849,0.028440198450157647,1
3,0.02903934825699374,0.0008432837471909653,0.006133020667370223,1
