M,objeto,estrato,n,cobertura,ancho_medio,desvio,crps
3,score 1,determinista,269,0.9776951672862454,4.029347668100688,0.005264089592009857,0.4605497577966035
3,score 1,ambiguo,130,0.9615384615384616,3.7550941575032013,-0.010892616155773971,0.5379581297561153
3,curva,determinista,269,0.9707625841454839,10.297244285453516,0.004986657843241815,
3,curva,ambiguo,130,0.9554573804573805,9.652112290099215,-0.010318545844861582,
