bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.006409209974040838,0.08005754164375045,120
test,FAR1,1.095305366752677,0.03916968500890946,0.30804620906804087,6.712464279262485,2.5908423879623563,120
test,GBT,1.2190431950883645,-0.19154517364925475,0.6683034079388435,8.329978818726257,2.8861702684918393,120
test,RF,1.114594022181593,0.004392976247407347,0.3403361272019354,7.650063742088496,2.7658748601642293,120
test,VAR,1.0938667582423363,0.041661774658679596,0.3081062263053782,6.673885196925757,2.5833863816560148,120
test,media,1.2117842863909905,-0.18694443044915424,0.0,10.894244875594815,3.3006431003055776,120
test,persistencia,1.419433622583418,-0.6164219752680459,1.0072168192534863,10.252461414375398,3.201946503984006,120
train,(truncamiento FPCA),,,,0.00611188768344575,0.07817856281261347,279
train,FAR1,0.9534270633728772,0.09081776422301384,0.2727864894479026,5.432062440935608,2.330678536593069,279
train,GBT,0.2666659875519571,0.9269769777025719,0.836014256560317,0.2948341899203377,0.5429863625546573,279
train,RF,0.7864159349127942,0.37881064928140673,0.36585064656033933,3.343067402237617,1.8284056995748008,279
train,VAR,0.9534103975927192,0.09084841799744885,0.27283776215063477,5.431696081415635,2.3305999402333373,279
train,media,1.000916247785735,-6.264964526270234e-06,0.0,6.762337154819833,2.6004494140090157,279
train,persistencia,1.298210810794804,-0.6926564903433183,0.9936334626986215,9.278722538376886,3.0460995614682207,279
