modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.006507616605486278,0.006014890455382861,1.0819177263091244
VAR,5.603707474090146,4.96478060140271,1.128691864552266
FAR1,5.63572384959227,4.962523623290037,1.135656830557497
PSBPM-FD,6.1919799683033165,4.637156766361201,1.3352966656683019
RF,6.560702840638964,3.073275476919813,2.13475911609929
GBT,7.39105820365083,0.28203600105201304,26.206080699207515
persistencia,8.867480050825401,8.379642777119265,1.0582169534766068
media,9.052154129443114,6.27704061510719,1.4421053940063657
