bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,5.112020418737087,2.260977757240678,0.00611188768344575,10.412657628143021,0.9624850657108721,9.82954707261946,279
test,7.624286921209192,2.7612111330373112,0.006409209974040838,13.991437473112619,0.9732222222222222,10.675190644490655,120
