M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_106_3_r01_m01,4,8,1.4643492655707,20.63465143735037,2.6820150691522247,3,False,11.55725,26,30,False,0.6738727624707798,True,0.41631250000000003
2,escenario_106_3_r01_m02,4,16,1.5191414540050903,8.435249340198144,7.893452899609221,8,False,11.44575,30,30,True,,True,0.43840625
3,escenario_106_3_r01_m03,4,24,1.602533272636324,8.435249340198144,7.893452899609221,11,False,11.370333333333335,30,30,True,,True,0.3907083333333334
4,escenario_106_3_r01_m04,4,32,1.602533272636324,7.115411033577389,10.859231479035387,14,False,11.316500000000001,30,30,True,,True,0.37415625
