M,metrica,bloque,banda,razon_vs_mejor
1,5. MPIW,train,FAR (IC del modelo AR),1.6807131800347297
1,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.681547470591419
1,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
1,5. MPIW,test,FAR (IC del modelo AR),1.6847596321916603
1,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6855959313699647
1,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
1,6. PICP puntual,train,FAR (IC del modelo AR),1.1604581975503283
1,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1251695338513936
1,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),50.83235913702959
1,6. PICP puntual,test,FAR (IC del modelo AR),1.1182544443945353
1,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1924098118910726
1,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),68.6032474989648
1,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0505674646956948
1,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0163291451764864
1,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),8.95890698537917
1,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0071887327722768
1,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0366186491419263
1,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),8.490009481840442
1,8. Winkler,train,FAR (IC del modelo AR),1.0014913074782594
1,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0038632422557174
1,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.8477140233746114
1,8. Winkler,test,FAR (IC del modelo AR),1.001769271620809
1,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.006619946155842
1,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.8023573099721715
1,9. Winkler max promedio,train,FAR (IC del modelo AR),1.003426169755758
1,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0064138402942844
1,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),3.3883498840969137
1,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0039627011930066
1,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0086025112853447
1,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.947861642549934
1,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0224262321236235
1,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.034167087792518
1,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),2.0793062697434634
1,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.014529377669907
1,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0178418410051377
1,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.5884152046052693
2,5. MPIW,train,FAR (IC del modelo AR),1.1671119117089481
2,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1573363069835767
2,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
2,5. MPIW,test,FAR (IC del modelo AR),1.1644118363968594
2,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1546588472139347
2,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
2,6. PICP puntual,train,FAR (IC del modelo AR),4.109997961067832
2,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.4715917366203
2,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),6.187273477998076
2,6. PICP puntual,test,FAR (IC del modelo AR),2.2264031951155205
2,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0027309419462167
2,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),9.939996859716018
2,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1154126155272643
2,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.20043478237819
2,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.4763842027111744
2,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0559541657002045
2,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1282386782857017
2,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),3.109160579624362
2,8. Winkler,train,FAR (IC del modelo AR),1.0709647978478627
2,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0680245308692455
2,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.003603779896245
2,8. Winkler,test,FAR (IC del modelo AR),1.0675491302399531
2,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.081950472324586
2,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.0124039404689875
2,9. Winkler max promedio,train,FAR (IC del modelo AR),1.019223480877483
2,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.030259088358684
2,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.1690740293721034
2,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0212442070825223
