M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.3780417630632598,1.0
1,1. MAE  (L^1),train,RF,1.1883795759243314,0.8631569234962425
1,1. MAE  (L^1),train,GBT,1.0,0.7287966945831831
1,1. MAE  (L^1),train,PSBPM-FD,1.3772706419515988,0.999474733176521
1,1. MAE  (L^1),test,FAR,1.0195609647466108,1.0
1,1. MAE  (L^1),test,RF,1.0284949177599751,1.0090697406371947
1,1. MAE  (L^1),test,GBT,1.0301113405140394,1.01140827839298
1,1. MAE  (L^1),test,PSBPM-FD,1.0206830841267005,1.0010788225941918
1,2. RMSE (L^2),train,FAR,1.3890245387940845,1.0
1,2. RMSE (L^2),train,RF,1.1927143705841736,0.8599150514223957
1,2. RMSE (L^2),train,GBT,1.0,0.7244256467841937
1,2. RMSE (L^2),train,PSBPM-FD,1.3894886685444818,1.0003349540223307
1,2. RMSE (L^2),test,FAR,1.011708712518857,1.0
1,2. RMSE (L^2),test,RF,1.0240671020629597,1.0124937571819574
1,2. RMSE (L^2),test,GBT,1.0474351085988416,1.0361572853023933
1,2. RMSE (L^2),test,PSBPM-FD,1.013669234222603,1.0019308794128656
1,3. E_max promedio por curva,train,FAR,1.344286113055912,1.0
1,3. E_max promedio por curva,train,RF,1.1717525349919748,0.8724736450138962
1,3. E_max promedio por curva,train,GBT,1.0,0.7473975275408178
1,3. E_max promedio por curva,train,PSBPM-FD,1.3439139477528852,0.9997925695035609
1,3. E_max promedio por curva,test,FAR,1.0208681581898729,1.0
1,3. E_max promedio por curva,test,RF,1.026414471441317,1.0057520109661566
1,3. E_max promedio por curva,test,GBT,1.0280124511246982,1.0081673149754105
1,3. E_max promedio por curva,test,PSBPM-FD,1.0229964165188796,1.002107980733133
1,4. E_max peor de la ventana,train,FAR,1.5073074246367815,1.0
1,4. E_max peor de la ventana,train,RF,1.2758206558765763,0.8534422922466949
1,4. E_max peor de la ventana,train,GBT,1.003572076956137,0.6884488553147639
1,4. E_max peor de la ventana,train,PSBPM-FD,1.5215469573665135,1.0100048879250743
1,4. E_max peor de la ventana,test,FAR,1.018499426268385,1.0
1,4. E_max peor de la ventana,test,RF,1.0868404978907666,1.0684654252103165
1,4. E_max peor de la ventana,test,GBT,1.2001365287107066,1.1804311244763823
1,4. E_max peor de la ventana,test,PSBPM-FD,1.021434380574312,1.0029017468399397
2,1. MAE  (L^1),train,FAR,2.2019309672709744,1.0
2,1. MAE  (L^1),train,RF,1.7488219695975815,0.7943363627335212
2,1. MAE  (L^1),train,GBT,1.0,0.4586016488194506
2,1. MAE  (L^1),train,PSBPM-FD,2.181229123255071,0.990572697517548
2,1. MAE  (L^1),test,FAR,1.0167020638288862,1.0
2,1. MAE  (L^1),test,RF,1.0145238385315565,0.998195273316625
2,1. MAE  (L^1),test,GBT,1.0862615156880713,1.0689362834593092
2,1. MAE  (L^1),test,PSBPM-FD,1.0141283266614698,0.9977452233265441
2,2. RMSE (L^2),train,FAR,2.1992422419647095,1.0
2,2. RMSE (L^2),train,RF,1.7499216045615644,0.7956337950550478
2,2. RMSE (L^2),train,GBT,1.0,0.4587143461027854
2,2. RMSE (L^2),train,PSBPM-FD,2.183470389700267,0.9926529512067966
2,2. RMSE (L^2),test,FAR,1.0098519053378399,1.0
2,2. RMSE (L^2),test,RF,1.0152856763145384,1.0056247564537568
2,2. RMSE (L^2),test,GBT,1.1041876883158481,1.0937477825020283
2,2. RMSE (L^2),test,PSBPM-FD,1.01290945277029,1.003161291328091
2,3. E_max promedio por curva,train,FAR,1.8006314796414418,1.0
2,3. E_max promedio por curva,train,RF,1.4986390656016404,0.832618657635225
2,3. E_max promedio por curva,train,GBT,1.0,0.5590444491996336
2,3. E_max promedio por curva,train,PSBPM-FD,1.794318939224386,0.9964419092040095
2,3. E_max promedio por curva,test,FAR,1.0071004871221751,1.0
2,3. E_max promedio por curva,test,RF,1.0148153232563257,1.0077614527985495
