M,grupo,n,sarle_modelo,sarle_oraculo,razon
2,deterministas,269,0.3765903274930223,0.46161946424399397,0.8158025314417232
2,ambiguos,130,0.3759880664685962,0.6403820384203089,0.58713087486976
2,bimodales,124,0.3751375050295169,0.6403820384203089,0.5858026654759152
