bloque,FPC,RMSE,R2,sd_ratio,CRPS,Cob95,Ancho,PIT_ks,PIT_forma,n
train,FPC 1,0.850172864772945,0.27892515498275827,0.38480700608538154,0.430000259652879,0.967741935483871,3.7296748835072724,0.05863010752688175,aproximadamente uniforme,279
train,FPC 2,0.9917741306356296,0.018361706507022735,0.06571562455106975,0.5582401263137705,0.9498207885304659,3.967626660346558,0.025968458781362003,aproximadamente uniforme,279
test,FPC 1,1.0229717948660926,0.0884252090862605,0.4795822935133706,0.5778225857994617,0.9666666666666667,4.09245467868944,0.22704444444444438,aproximadamente uniforme,120
test,FPC 2,1.1134461909847053,0.02069383077868836,0.06740546709144471,0.6300155804356493,0.9,3.976027886966865,0.06046666666666667,aproximadamente uniforme,120
