bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,4.928312955683817,2.2199803953377195,0.046438685889386884,10.275364218603098,0.9614814814814815,9.536185738345383,279
test,7.126802333325849,2.6696071496244254,0.06896273676931061,13.551886316738212,0.9623333333333334,10.448131453551516,120
