bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.06896273676931061,0.2626075718049855,120
test,FAR1,1.0606587357816895,0.06790891052479736,0.3103443796900828,6.973226975722909,2.640686837874364,120
test,GBT,1.2100851790365423,-0.21335561105446,0.7451037704728195,9.20710351946692,3.0343209321802003,120
test,RF,1.0959547610004043,0.003980869388062747,0.48778359432168067,7.838182219925754,2.799675377597509,120
test,VAR,1.0591400517237375,0.07058256954418074,0.3103861195780699,6.9322202490738825,2.6329109838872036,120
test,media,1.2008478283559847,-0.2093312547714853,0.0,10.894244875594815,3.3006431003055776,120
test,persistencia,1.339025205755221,-0.4875805096320457,1.0115988532903144,10.212447434330011,3.19569201180746,120
train,(truncamiento FPCA),,,,0.046438685889386884,0.21549637094249843,279
train,FAR1,0.9470858646773347,0.10297927570814025,0.284051474262847,5.532238984518024,2.3520712116171194,279
train,GBT,0.3836142022808153,0.8492137064634907,0.7644386059137884,0.7550399467059877,0.8689303462913398,279
train,RF,0.7670151196637311,0.4083449813055567,0.44479456471157464,3.359655008043365,1.8329361712954888,279
train,VAR,0.9470708346451517,0.10300643576835172,0.28408951512487424,5.531921751479602,2.3520037736958677,279
train,media,1.0011015226637094,-4.935368570824217e-06,0.0,6.762337154819833,2.6004494140090157,279
train,persistencia,1.2402105327405528,-0.5400694259430353,0.99099656884636,9.237310639052353,3.0392944311225185,279
