M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
2,10.894244875594815,6.9322202490738825,7.126802333325849,4.035063343296827,2.897156905777056,0.36368051863756273,-0.06716311562689674
