modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.07061465410599861,0.045224553236418975,1.5614229230048686
VAR,5.8951185153536345,5.048025542767044,1.1678067920635484
FAR1,5.930157726835348,5.046145632657687,1.1751856086864603
PSBPM-FD,5.9580587412880615,4.518177545371082,1.3186862803548196
RF,6.817549602578308,3.0882597702008514,2.207569994066566
GBT,8.050664287441412,0.7246256927603028,11.110100522069775
persistencia,8.828945270046772,8.335390900992097,1.0592119043866233
media,9.052154129443114,6.27704061510719,1.4421053940063657
