M,componente,bloque,picp,ace,mpiw,winkler,sd_predictiva,rmse,mpiw_sobre_rmse
8,FPC 1,train,0.9511494252873564,0.0011494252873563982,1.0054644402662483,1.3144122839520587,0.2524880422978183,0.2493784285126736,4.03188217306113
8,FPC 1,test,0.9766666666666667,0.026666666666666727,1.0065392588054138,1.1835882730055005,0.25259116609693866,0.22581019189678928,4.4574571694508425
8,FPC 2,train,0.9454022988505747,-0.0045977011494252595,0.9726791518108766,1.2299338478943347,0.24718541499403582,0.24383355526955408,3.9891111407353077
8,FPC 2,test,0.9633333333333334,0.01333333333333342,0.9710051692128178,1.1652535228052991,0.2466388338273694,0.21803051939676646,4.453528670661959
8,FPC 3,train,0.9525862068965517,0.002586206896551757,0.9428617625433049,1.1845676069877842,0.236146699893885,0.23236918030750411,4.05760248108452
8,FPC 3,test,0.9533333333333334,0.0033333333333334103,0.9427697867179908,1.1091785355228538,0.23624001441370843,0.22859034971580616,4.124276409262617
8,FPC 4,train,0.9454022988505747,-0.0045977011494252595,0.9180139531959487,1.14199243230003,0.22963994149592332,0.22565687191085965,4.068185229291791
8,FPC 4,test,0.9566666666666667,0.00666666666666671,0.9165803283254302,1.2836971533059414,0.22931058568920448,0.23517858167980812,3.8973801176050107
8,FPC 5,train,0.9525862068965517,0.002586206896551757,0.8707579182428786,1.0863459547290544,0.2206146055367843,0.217825467645839,3.9975028065067133
8,FPC 5,test,0.9666666666666667,0.01666666666666672,0.8692862119823691,0.9452692869640251,0.22020738674800863,0.19951132858153098,4.3570769547912285
8,FPC 6,train,0.9439655172413793,-0.0060344827586206184,0.849956185475591,1.0336919593371803,0.21640137111856117,0.21331272240770346,3.984554582033201
8,FPC 6,test,0.9433333333333334,-0.006666666666666599,0.8527121891280012,1.2474893777915321,0.21721819173065995,0.23502521476561786,3.6281732152798165
8,FPC 7,train,0.9525862068965517,0.002586206896551757,0.8382776998326008,1.061406720808552,0.21175010839266625,0.208490166131333,4.020706181914352
8,FPC 7,test,0.9233333333333333,-0.026666666666666616,0.8380646307965118,1.28939254603679,0.21173142059512956,0.22526132806951404,3.720410591461536
8,FPC 8,train,0.9454022988505747,-0.0045977011494252595,0.842922445155423,1.0547205289557116,0.2097389476255459,0.20643175331926347,4.083298386037418
8,FPC 8,test,0.95,0.0,0.8422253477325039,1.082954479166309,0.20957830006937467,0.19844201563807343,4.244188636284508
