metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.36365800035647716,0.7604695143784616,0.5482848583103866
1. MAE  (L^1),test,mae_f,0.3945057941193991,0.7880397810489292,0.560823390827971
2. RMSE (L^2),train,rmse_f,0.8073752592488026,1.669948109448819,1.2750736361277868
2. RMSE (L^2),test,rmse_f,0.9793203864688329,1.7427602878736437,1.309099947707124
3. E_max promedio por curva,train,linf_medio,4.170323837020699,9.513690827672667,6.8453123426712725
3. E_max promedio por curva,test,linf_medio,4.436822049909238,8.722761134392897,6.834466894117925
4. E_max peor de la ventana,train,linf_max,8.795823016636986,25.869777704299807,18.07821352969958
4. E_max peor de la ventana,test,linf_max,11.007480563035607,28.267665085876484,17.61820959908458
5. MPIW,train,mpiw,1.6066236053976066,1.6728932204818068,1.6388710842702925
5. MPIW,test,mpiw,1.6123140918408987,1.6859245074503229,1.6393440383568083
6. PICP puntual,train,picp,0.4385,0.7365,0.5909574074074073
6. PICP puntual,test,picp,0.4895,0.742,0.6230294117647059
7. PICPB curva completa,train,picp_simultaneo,0.0,0.05,0.001851851851851852
7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0
8. Winkler,train,winkler,3.510712784077088,12.429196806605027,7.165440458456634
8. Winkler,test,winkler,3.862216625169723,14.077290950630992,7.619006465579838
9. Winkler max promedio,train,winkler_max_medio,36.95523604764607,118.57790592778017,65.20671914125774
9. Winkler max promedio,test,winkler_max_medio,35.31914852734245,102.51470717107085,66.28751866610335
10. Winkler max peor ventana,train,winkler_max_glob,74.73557637548288,482.82069559711175,232.66890769247456
10. Winkler max peor ventana,test,winkler_max_glob,77.99024924461925,548.5241284583893,228.3007372926227
