grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,683,FAR (IC del modelo AR),0.14434710003215087,2.905250122926948,1.0,1.0
mejores,683,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14434710003215087,2.922727324730985,1.0,1.0
mejores,683,PSBPM-FD (predictiva bayesiana),0.14434710003215087,1.6460366655071266,0.94,0.0
mejores,798,FAR (IC del modelo AR),0.17880252163556437,2.905250122926948,1.0,1.0
mejores,798,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.17880252163556437,2.922727324730985,1.0,1.0
mejores,798,PSBPM-FD (predictiva bayesiana),0.17880252163556437,1.7141016656393184,0.84,0.0
mejores,694,FAR (IC del modelo AR),0.18379017023961608,2.905250122926948,1.0,1.0
mejores,694,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.18379017023961608,2.922727324730985,1.0,1.0
mejores,694,PSBPM-FD (predictiva bayesiana),0.18379017023961608,1.5818255327269435,0.98,0.0
mejores,566,FAR (IC del modelo AR),0.22679129256573788,2.905250122926948,1.0,1.0
mejores,566,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.22679129256573788,2.922727324730985,1.0,1.0
mejores,566,PSBPM-FD (predictiva bayesiana),0.22679129256573788,1.6902087766863405,0.95,0.0
mejores,707,FAR (IC del modelo AR),0.24114344873507484,2.905250122926948,1.0,1.0
mejores,707,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.24114344873507484,2.922727324730985,1.0,1.0
mejores,707,PSBPM-FD (predictiva bayesiana),0.24114344873507484,1.7337274970090948,0.91,0.0
peores,748,FAR (IC del modelo AR),3.680102498595558,2.905250122926948,0.33,0.0
peores,748,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.680102498595558,2.922727324730985,0.33,0.0
peores,748,PSBPM-FD (predictiva bayesiana),3.680102498595558,1.7087820796109736,0.12,0.0
peores,780,FAR (IC del modelo AR),2.9861945997219643,2.905250122926948,0.78,0.0
peores,780,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.9861945997219643,2.922727324730985,0.75,0.0
peores,780,PSBPM-FD (predictiva bayesiana),2.9861945997219643,1.7325943652447313,0.39,0.0
peores,781,FAR (IC del modelo AR),2.8929356466324463,2.905250122926948,0.6,0.0
peores,781,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.8929356466324463,2.922727324730985,0.59,0.0
peores,781,PSBPM-FD (predictiva bayesiana),2.8929356466324463,1.8413255869387648,0.3,0.0
peores,714,FAR (IC del modelo AR),2.8422388216516925,2.905250122926948,0.95,0.0
peores,714,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.8422388216516925,2.922727324730985,0.95,0.0
peores,714,PSBPM-FD (predictiva bayesiana),2.8422388216516925,1.5308185090776534,0.67,0.0
peores,688,FAR (IC del modelo AR),2.8309043871548734,2.905250122926948,0.91,0.0
peores,688,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.8309043871548734,2.922727324730985,0.91,0.0
peores,688,PSBPM-FD (predictiva bayesiana),2.8309043871548734,1.6355535047873855,0.83,0.0
