variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd,FPC 6,FPC 6_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.01599999999999996,0.0007071067811865482,0.025500000000000023,0.020506096654409896
fpc_2_lag1,0.02150000000000002,0.0021213203435596446,0.71,0.15273506473629433,0.014749999999999985,0.007424621202458795,0.008999999999999952,0.0007071067811865482,1.0,0.0,0.66475,0.4741150967855801
fpc_3_lag1,0.019500000000000017,0.004949747468305837,0.02024999999999999,0.00954594154601844,0.75475,0.014495689014324277,0.010749999999999982,0.001060660171779783,0.012500000000000011,0.0035355339059327407,0.9652499999999999,0.04914392129246506
fpc_4_lag1,0.02699999999999997,0.013435028842544414,0.023749999999999993,0.0045961940777126025,0.018000000000000016,0.0028284271247461927,0.7677499999999999,0.01378858223313765,0.017749999999999988,0.0024748737341528794,0.02100000000000002,0.012727922061357866
fpc_5_lag1,0.027249999999999996,0.00530330085889915,0.03425,0.003889087296526054,0.011749999999999983,0.0017677669529664096,0.008999999999999952,0.0021213203435596446,0.766,0.005656854249492385,0.00874999999999998,0.0017677669529664096
fpc_6_lag1,0.03849999999999998,0.02262741699796954,0.026000000000000023,0.009899494936611674,0.017249999999999988,0.00530330085889915,0.014000000000000012,0.0014142135623730963,0.022749999999999992,0.0038890872965259755,0.77275,0.00883883476483189
