componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,6,1,0,5,0,0.16666666666666666,0.0,0.16666666666666666,,0.18895833333333334,
FPC 2,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.30237499999999995,
FPC 3,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.30275,
FPC 4,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.30174999999999996,
FPC 5,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.30583333333333335,
FPC 6,6,3,0,3,0,0.5,0.0,0.5,,0.4096666666666667,
