variable,FPC 1,FPC 1_sd
fpc_1_lag1,1.0,0.0
fpc_1_lag2,0.043999999999999984,0.004949747468305837
fpc_1_lag3,0.047750000000000015,0.006717514421272168
fpc_1_lag4,0.044499999999999984,0.0014142135623730963
