M,componente,bloque,picp,ace,mpiw,winkler,sd_banda,rmse,mpiw_sobre_rmse
1,FPC 1,train,0.9669540229885057,0.01695402298850579,1.4099784498670318,1.5472946243913508,0.3596949867107334,0.38415941920955965,3.670295141449821
1,FPC 1,test,0.96,0.010000000000000009,1.4544441991796093,1.5998135100054791,0.37103849845701486,0.42198391506573424,3.44668160859412
