M,componente,bloque,picp,ace,mpiw,winkler,sd_predictiva,rmse,mpiw_sobre_rmse
5,FPC 1,train,0.9511494252873564,0.0011494252873563982,1.0054644402662483,1.3144122839520587,0.2524880422978183,0.2493784285126736,4.03188217306113
5,FPC 1,test,0.9766666666666667,0.026666666666666727,1.0065392588054138,1.1835882730055005,0.25259116609693866,0.22581019189678928,4.4574571694508425
5,FPC 2,train,0.9454022988505747,-0.0045977011494252595,0.9726791518108766,1.2299338478943347,0.24718541499403582,0.24383355526955408,3.9891111407353077
5,FPC 2,test,0.9633333333333334,0.01333333333333342,0.9710051692128178,1.1652535228052991,0.2466388338273694,0.21803051939676646,4.453528670661959
5,FPC 3,train,0.9525862068965517,0.002586206896551757,0.9428617625433049,1.1845676069877842,0.236146699893885,0.23236918030750411,4.05760248108452
5,FPC 3,test,0.9533333333333334,0.0033333333333334103,0.9427697867179908,1.1091785355228538,0.23624001441370843,0.22859034971580616,4.124276409262617
5,FPC 4,train,0.9454022988505747,-0.0045977011494252595,0.9180139531959487,1.14199243230003,0.22963994149592332,0.22565687191085965,4.068185229291791
5,FPC 4,test,0.9566666666666667,0.00666666666666671,0.9165803283254302,1.2836971533059414,0.22931058568920448,0.23517858167980812,3.8973801176050107
5,FPC 5,train,0.9525862068965517,0.002586206896551757,0.8707579182428786,1.0863459547290544,0.2206146055367843,0.217825467645839,3.9975028065067133
5,FPC 5,test,0.9666666666666667,0.01666666666666672,0.8692862119823691,0.9452692869640251,0.22020738674800863,0.19951132858153098,4.3570769547912285
