bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),4.886732610235917,0.938,0.0016077036764003225,-0.01200000000000001,3.4792379624483556,0.30333333333333334
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.886505253930906,0.9381777777777778,0.0016055491973046814,-0.011822222222222178,3.4787616516480466,0.30333333333333334
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),7.669572627524612,0.7528,0.002875893368445128,-0.19719999999999993,2.042495303529877,0.0
test,representacion_fpca,FAR (IC del modelo AR),3.5791974708768852,0.9948888888888889,0.0004753939958635921,0.04488888888888898,3.4792379624483556,0.93
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.5783550430144926,0.9950222222222223,0.00046918366487491676,0.0450222222222223,3.4787616516480466,0.93
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.52988502932086,0.9584888888888888,0.001329794282593818,0.00848888888888888,2.042495303529877,0.69
train,curva_suavizada,FAR (IC del modelo AR),4.531359272613938,0.9461111111111111,0.0009882923519174002,-0.0038888888888888307,3.4792379624483556,0.33764367816091956
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.530168565743878,0.9460344827586207,0.0009889547114348318,-0.003965517241379279,3.4787616516480466,0.34051724137931033
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.939525116657682,0.7616091954022989,0.00186498605010017,-0.18839080459770108,2.045987194229835,0.004310344827586207
train,representacion_fpca,FAR (IC del modelo AR),3.568232021242015,0.9932758620689656,0.0003576992224184337,0.04327586206896561,3.4792379624483556,0.9037356321839081
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.5678657974963217,0.9932375478927203,0.0003587099423956554,0.043237547892720385,3.4787616516480466,0.9008620689655172
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.647424493888838,0.9488505747126437,0.0009642375502225504,-0.0011494252873562871,2.045987194229835,0.6609195402298851
