8.740406564365773567e-01,-1.213235907158699334e+00,-8.645749681925423147e-01,-1.215315873595369744e+00,-1.130484063821865393e+00,9.659800861545362327e-01,-1.431113033892678355e-01
9.252874748464642307e-01,-1.180539498384139296e+00,-7.125390571688431374e-01,-1.311711429906415205e+00,-1.256556759817052393e+00,1.414923174162008523e+00,-2.026616464675491391e-01
9.605628272742964269e-01,-1.165379061314826936e+00,-6.771828721491425229e-01,-1.334571029678271792e+00,-1.336145245257160941e+00,1.668969693434127599e+00,-3.505262818691802229e-01
9.798667137200742783e-01,-1.167754595950762919e+00,-7.585064131334408044e-01,-1.283894672910940393e+00,-1.369249520142192367e+00,1.728119643970893904e+00,-5.867052095941611700e-01
9.839614160029448442e-01,-1.186288799085277512e+00,-9.465199661390163444e-01,-1.166180357913633170e+00,-1.352388067165353425e+00,1.596874888437632034e+00,-8.967224934337927333e-01
9.848740472694547110e-01,-1.199250886790917514e+00,-1.083608043882928973e+00,-1.083952058009483688e+00,-1.230630279930580384e+00,1.346264815553899208e+00,-1.052180028761933395e+00
9.867548085349613363e-01,-1.199142208275815413e+00,-1.115382203570361330e+00,-1.072587763993094079e+00,-9.850212308786688853e-01,1.000799566497571735e+00,-9.742643851089987095e-01
9.896036997994650530e-01,-1.185962763539971432e+00,-1.041842445201313527e+00,-1.132087475864464787e+00,-6.155609200096189282e-01,5.604791412686496166e-01,-6.629755624749890108e-01
9.924478422707099234e-01,-1.167669751175212545e+00,-8.938742524836625902e-01,-1.231211069210299325e+00,-1.702043039655204426e-01,6.478505727964520289e-02,-1.762221050581576909e-01
9.912876231360895352e-01,-1.176976098725717401e+00,-7.984512806609024294e-01,-1.241526921442601239e+00,1.539004621694778363e-01,-3.239697805513345741e-01,2.479275276597864841e-01
9.856906518212682489e-01,-1.217418338898965224e+00,-7.693004113809787103e-01,-1.149150532822128978e+00,3.354400643322245634e-01,-5.882380311520618577e-01,5.837362049240643058e-01
9.756569283262458425e-01,-1.288996471694955570e+00,-8.064216446438912111e-01,-9.540819033488812106e-01,3.744145025227198498e-01,-7.280196945225366756e-01,8.312039267346756910e-01
9.664024824040596817e-01,-1.356078684082431485e+00,-8.542611658633083582e-01,-7.001545964784624543e-01,3.479605450457183835e-01,-8.031225859765779296e-01,1.002432974516774600e+00
9.655259746825909373e-01,-1.366756902756598668e+00,-8.318887266295122984e-01,-4.512249145289127794e-01,3.684502741229621070e-01,-9.006741401688850290e-01,1.115053832321820648e+00
9.730918005908891777e-01,-1.320591228791145211e+00,-7.386184773797083158e-01,-2.078340126046221426e-01,4.368359955359911173e-01,-1.021412725189751791e+00,1.169215911031605160e+00
9.887940541045846521e-01,-1.219208488529293755e+00,-5.772325094685641922e-01,2.982607799829734008e-02,5.512344509927324943e-01,-1.163627092593865209e+00,1.165696876199757037e+00
1.002537836419463035e+00,-1.116293951297392395e+00,-4.395398376000930751e-01,2.554183245081557696e-01,6.494981168547770967e-01,-1.270846043685888604e+00,1.130159691096010777e+00
1.009428651145602096e+00,-1.037876838587004302e+00,-3.700539234489685358e-01,4.658702261871638939e-01,7.014948604489569250e-01,-1.315689603340810532e+00,1.075047004578420173e+00
1.009466498283002389e+00,-9.839571503981292544e-01,-3.687747670151904078e-01,6.611817830353217129e-01,7.072246817752719794e-01,-1.298157771558630769e+00,1.000358816646985227e+00
1.003738577386613873e+00,-9.523297728753199465e-01,-4.225731646923383544e-01,8.364912375139454959e-01,6.771719435670616738e-01,-1.218749211641885655e+00,8.968690732993425119e-01
9.987680857861392925e-01,-9.297640228858921052e-01,-4.526738948418888575e-01,9.626280443909275286e-01,6.742428222243630476e-01,-1.080455903405795892e+00,7.092214505213160214e-01
9.956422230365293835e-01,-9.140547865743984257e-01,-4.459477538574219690e-01,1.034730446127585024e+00,7.089216804805155148e-01,-8.837765101528978207e-01,4.281898943105425515e-01
9.943609891377838128e-01,-9.052020639408386860e-01,-4.023947417389373005e-01,1.052798442723917649e+00,7.812085183355190754e-01,-6.287110318831902189e-01,5.377440466702072125e-02
9.946583816348417706e-01,-8.972212486596855552e-01,-3.146558505718948795e-01,1.054455839958164942e+00,8.714730959221695938e-01,-3.452237962444483221e-01,-3.603185183531422697e-01
9.959857704641392750e-01,-8.777690901845378590e-01,-1.675531265325565788e-01,1.117301737247947457e+00,9.392280435143576245e-01,-9.511622901020816423e-02,-7.033192183842246203e-01
9.983265304722351852e-01,-8.464715506200503059e-01,3.937336837373657528e-02,1.243687622454404673e+00,9.832464711203833252e-01,1.197388993415455793e-01,-9.718710391727212183e-01
1.001679396872467320e+00,-8.034197990847538051e-01,3.054500821172494995e-01,1.432951136162347483e+00,1.003197569433713854e+00,2.993164154276778954e-01,-1.165865324622364252e+00
1.005895124838714461e+00,-7.593717915653326322e-01,5.511978751890925787e-01,1.606933867379297887e+00,9.600458402834645133e-01,4.406458600381731872e-01,-1.272480655373424918e+00
1.010871266651350631e+00,-7.217122266628158700e-01,7.220590331806208129e-01,1.711984703474826786e+00,8.269957298404697621e-01,5.416881891390382675e-01,-1.282915887628123697e+00
1.016607822310376275e+00,-6.904411043772032963e-01,8.180335560918357007e-01,1.748103644448934624e+00,6.040472381047294892e-01,6.024434027302738581e-01,-1.197171021386461920e+00
1.022755322474260042e+00,-6.628878924157224350e-01,8.502860239971133938e-01,1.715531548281463481e+00,3.040026475304347109e-01,6.324655977325516210e-01,-1.018279844615344931e+00
1.026081175733843276e+00,-6.143501670702286033e-01,9.220888025844391489e-01,1.616496351285949373e+00,4.528307081886648322e-02,7.201301706620871768e-01,-7.743048960086583721e-01
1.025799076070681437e+00,-5.388192306819838961e-01,1.058562197021159834e+00,1.451539983917036647e+00,-1.433063565080414659e-01,8.869338395903916261e-01,-4.720721984919431513e-01
1.021909023484774304e+00,-4.362950832509884802e-01,1.259706207307276005e+00,1.220662446174725968e+00,-2.617656344502903853e-01,1.132876604517465191e+00,-1.115817520651987693e-01
1.016292339600481265e+00,-3.156991408302878832e-01,1.491510865764740901e+00,9.481223747241276367e-01,-3.527029324887223094e-01,1.385728772076672000e+00,2.700860460934100815e-01
1.014401017696556551e+00,-2.028853030021798287e-01,1.655416674224518436e+00,7.042203084723034356e-01,-5.395949866698589448e-01,1.436171639042246984e+00,5.654737184471541056e-01
1.016580606642780271e+00,-9.949219720497914921e-02,1.745176903929415602e+00,4.934119153781521550e-01,-8.302677873065066327e-01,1.270938527040727184e+00,7.677705798000428183e-01
1.022831106439152205e+00,-5.519823438685500343e-03,1.760791554879433507e+00,3.156971954416727955e-01,-1.224721334398665595e+00,8.900294360721129339e-01,8.769766301520774965e-01
1.031308700237916209e+00,8.136963317417590658e-02,1.742122218887994123e+00,1.409793381754216868e-01,-1.583379622234131201e+00,4.168688888728631636e-01,9.350367258977648754e-01
1.040169571191315034e+00,1.635139875110776519e-01,1.729030487768519864e+00,-6.083846690804070589e-02,-1.766666645100690047e+00,-2.511859182055200049e-02,9.838957234316096923e-01
1.049413719299348680e+00,2.409132395720204878e-01,1.721516361521010063e+00,-2.897562198087156315e-01,-1.774582402998345243e+00,-4.359330060081365033e-01,1.023553622753612613e+00
1.058811247767217800e+00,3.136049616578152066e-01,1.715397425650414531e+00,-5.401389633863168394e-01,-1.613100644272068118e+00,-8.147749303520587238e-01,1.046061584593125815e+00
1.064734896054753799e+00,3.821819611812528050e-01,1.644684473679262071e+00,-7.230795960941045486e-01,-1.376473842809175840e+00,-1.149031241077642429e+00,9.260045893465929101e-01
1.065933003834715453e+00,4.468487984467479079e-01,1.486606582245607822e+00,-8.078989068349641256e-01,-1.097225739598951977e+00,-1.434349522234473540e+00,6.201056232071496810e-01
1.062405571107102986e+00,5.076054734542994051e-01,1.241163751349454003e+00,-7.945968956088943491e-01,-7.753563346414010793e-01,-1.670729773822547282e+00,1.283646861748007628e-01
1.055048785753021079e+00,5.642327037631676978e-01,9.440249797535142928e-01,-7.176993300402820797e-01,-4.203433323750294659e-01,-1.837440028476977183e+00,-4.701209610700138875e-01
1.047546975728123719e+00,6.158289948947545112e-01,7.418294845933965931e-01,-7.191454770293823628e-01,-7.115062882481505702e-02,-1.849248864808772819e+00,-8.501736912854742645e-01
1.040298446757347284e+00,6.622968879865080982e-01,6.504301542080890286e-01,-8.142801221870339390e-01,2.680094629254548000e-01,-1.696942075100205782e+00,-9.766391663913770449e-01
1.033303198840690662e+00,7.036363830384285700e-01,6.698269885975894899e-01,-1.003103265513236586e+00,5.971369428757830056e-01,-1.380519659351275630e+00,-8.495173863877257814e-01
1.029021300662619876e+00,7.415361974460988881e-01,7.387899803554504041e-01,-1.208918567040294434e+00,8.913247022000354569e-01,-9.642975965272971850e-01,-6.559966595232139541e-01
1.031036555985688663e+00,7.784564380327134714e-01,7.681198594327733886e-01,-1.319995556197985032e+00,1.114288310756437639e+00,-5.419707695653939172e-01,-6.687710644811223348e-01
1.039379336028223966e+00,8.144179531611810408e-01,7.570606998121943709e-01,-1.335387364591645420e+00,1.265720273374297600e+00,-1.143332028972326858e-01,-8.901515680299560973e-01
1.053611668838777993e+00,8.494933691158893518e-01,7.055068488379585556e-01,-1.257946284765457001e+00,1.347015053791332795e+00,3.154668096593042925e-01,-1.309409244573290554e+00
1.059280480019582082e+00,8.860793532816526596e-01,6.099717688701502549e-01,-1.181797970677432197e+00,1.404189955352319608e+00,6.435355721143437568e-01,-1.572489549429239242e+00
1.049378218347474467e+00,9.253379262086840473e-01,4.687650174166879125e-01,-1.152579103034486296e+00,1.459556397860785726e+00,8.195003833818851335e-01,-1.507729673055064890e+00
1.023904883822456036e+00,9.672690878969832928e-01,2.818865944775736376e-01,-1.170289681836619744e+00,1.513114381316730039e+00,8.433612434619256470e-01,-1.115129615450769274e+00
9.868586362700494385e-01,1.012883565111723616e+00,5.815841019072913454e-02,-1.206090985520591019e+00,1.557649990543707341e+00,7.488671204008707782e-01,-4.414829455272021863e-01
9.622284346433918056e-01,1.068245718443944670e+00,-1.494880746163110563e-01,-1.086950684706959436e+00,1.549879734483042171e+00,7.385118224771393125e-01,2.324489232505451697e-01
9.540124387680062323e-01,1.134366274658820117e+00,-3.322309498056246757e-01,-7.840300578324853609e-01,1.482589697958288877e+00,8.460443177371334000e-01,8.598724219716250561e-01
9.622106486438920525e-01,1.211245233756350181e+00,-4.900702153772127923e-01,-2.973291048971635209e-01,1.355779880969445683e+00,1.071464606180855261e+00,1.440787550636041692e+00
9.787752484900346106e-01,1.287932137663476029e+00,-6.221656207396826233e-01,2.415040667687153586e-01,1.168315641909323022e+00,1.321727661271379750e+00,1.912562499441653907e+00
9.871076182580886815e-01,1.341841666604515870e+00,-7.267841490482921385e-01,5.609452357964478386e-01,9.178567824630843308e-01,1.404928115776306274e+00,2.146019160671566617e+00
9.867047694617409048e-01,1.372289416949903362e+00,-8.038732846410800992e-01,6.527663954778915034e-01,6.043323875302777370e-01,1.315250655537076430e+00,2.137243046213146425e+00
9.776379269349495527e-01,1.379361740926639435e+00,-8.538076670278724745e-01,5.186444827070093577e-01,2.282312116261643598e-01,1.053642356215114706e+00,1.886995995253577973e+00
9.683116210847514393e-01,1.373248201320822481e+00,-9.207947583682417614e-01,3.564580509716086532e-01,-1.527737124490759490e-01,7.318581458582780197e-01,1.485175031880528573e+00
9.644950634617396323e-01,1.360943328519518714e+00,-1.035180358958165403e+00,3.020389886828108161e-01,-4.990932689597241678e-01,4.266111530417919795e-01,9.934891302558728210e-01
9.661882540659146867e-01,1.342447122522729019e+00,-1.196964468797643733e+00,3.553872958406159022e-01,-8.107274579057806019e-01,1.379013777656564466e-01,4.119382903796112716e-01
9.723104484884083076e-01,1.318494627299211741e+00,-1.395037624212768668e+00,5.076296909343531727e-01,-1.082244091334662484e+00,-1.331495003288047929e-01,-2.380613707156424286e-01
9.728647609471948732e-01,1.295884999559992146e+00,-1.526637286219878042e+00,6.766883199903025448e-01,-1.263395430684962850e+00,-3.761659445593226181e-01,-7.584107704781442028e-01
9.654195165223218300e-01,1.276272088234778002e+00,-1.566767161552677479e+00,8.425982996094528721e-01,-1.341959053063369822e+00,-5.886241757329160329e-01,-1.100923645584505506e+00
9.499747152137889561e-01,1.259655893323569309e+00,-1.515427250211167198e+00,1.005359629791805265e+00,-1.317934958469882512e+00,-7.705241938495864806e-01,-1.265599996034726837e+00
9.318209384708213694e-01,1.253947910993966408e+00,-1.399442915457705716e+00,1.141161186817607698e+00,-1.218902752307554405e+00,-9.032013842489213795e-01,-1.274931185159902780e+00
9.262900753911703644e-01,1.282075334221460139e+00,-1.296552965113820122e+00,1.180999306029626217e+00,-1.124787005336250978e+00,-9.325664554660614280e-01,-1.194096265878722640e+00
9.343538654246938968e-01,1.345491294955202033e+00,-1.211684506717495280e+00,1.120500515724234480e+00,-1.040653359364696495e+00,-8.551912129715441013e-01,-1.027226304925470179e+00
9.560123085713917446e-01,1.444195793195191868e+00,-1.144837540268730525e+00,9.596648159014318225e-01,-9.665018143928904015e-01,-6.710756567653691773e-01,-7.743213023001449535e-01
