bloque,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,FAR (IC del modelo AR),4.6999503990239395,0.9427222222222222,0.0017320032388765147,-0.007277777777777716,3.901839693412534,0.5166666666666667
test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.696340072649577,0.9443333333333334,0.0017089289837804661,-0.005666666666666598,3.9395651447318936,0.525
test,PSBPM-FD (predictiva bayesiana),5.0910156960441215,0.9007222222222222,0.0022288724181782535,-0.049277777777777754,3.475132869317095,0.23333333333333334
train,FAR (IC del modelo AR),4.662272283061526,0.9505545617173524,0.0010588028581015535,0.0005545617173524642,3.9018396934125334,0.59391771019678
train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.703825161115464,0.9505068574836016,0.0010592869121817821,0.0005068574836016859,3.939565144731893,0.592128801431127
train,PSBPM-FD (predictiva bayesiana),4.990634982466452,0.9109838998211092,0.0013907629004068457,-0.03901610017889079,3.477338536053639,0.29695885509839
