variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,0.06133333333333335,0.001885618083164076,0.08533333333333337,0.005656854249492385,0.08400000000000002,0.0037712361663282306
fpc_2_lag1,0.08200000000000002,0.000942809041582038,1.0,0.0,0.10866666666666663,0.017913371790059193,0.05733333333333335,0.016970562748477157
fpc_3_lag1,0.07666666666666666,0.001885618083164076,0.08599999999999997,0.016970562748477157,1.0,0.0,0.05266666666666664,0.014142135623730963
fpc_4_lag1,0.06366666666666665,0.0014142135623730963,0.0713333333333333,0.017913371790059193,0.1206666666666667,0.005656854249492385,1.0,0.0
