componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,fpc_1_lag1,2,1500,1418.2716460032423,1459.1358230016212,1.7356465260115537,0.9996854487161323,True
1,beta_j,fpc_2_lag1,2,1500,1314.3359430442767,1407.1679715221385,0.965398884635452,1.0004038775671926,True
1,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,1.1555722660944883,0.9996750313709873,True
1,beta_j,fpc_4_lag1,2,1500,1385.6918763608696,1442.8459381804348,0.7489547859800152,0.9999823126416874,True
1,p_j,fpc_1_lag1,2,1500,12.501936818114151,22.330306687940606,0.9962688666985532,0.9997487382330809,False
1,p_j,fpc_2_lag1,2,1500,78.77690530543656,90.75836538005262,0.3075810334188634,0.999703479158242,False
1,p_j,fpc_3_lag1,2,1500,95.8231960322556,114.28357317572564,0.8562592514046583,1.0006361492642097,False
1,p_j,fpc_4_lag1,2,1500,101.63160271484563,133.89909989619127,1.1444194269826489,1.0004428779247028,True
2,beta_j,fpc_1_lag1,2,1500,1145.4198410174952,1322.7099205087475,1.1107887662429983,1.000480186911721,True
2,beta_j,fpc_2_lag1,2,1500,1061.6751004861255,1225.8099055401176,3.0356047077602555,0.9997047026469486,False
2,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,0.8554253088557289,0.9997554938702067,True
2,beta_j,fpc_4_lag1,2,1500,1500.0,1500.0,0.4106200270193603,1.0002661687582728,True
2,p_j,fpc_1_lag1,2,1500,51.99014324832414,76.88013060441043,0.16912553501109703,1.0073493502442161,False
2,p_j,fpc_2_lag1,2,1500,14.272118162299794,18.51864503707108,1.7856291758565868,1.0174291013586951,False
2,p_j,fpc_3_lag1,2,1500,66.72058539152083,71.93883643497638,2.1505593836998047,1.002761647009323,False
2,p_j,fpc_4_lag1,2,1500,89.06902394052919,120.36367683602214,1.2382423323846143,1.0098843437197664,False
3,beta_j,fpc_1_lag1,2,1500,1500.0,1500.0,1.3143479793162554,0.9998308219634848,True
3,beta_j,fpc_2_lag1,2,1500,1341.648820591134,1420.8244102955668,0.3834356772676684,0.9998710564453279,True
3,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,0.8584671250879545,0.9996674927967458,True
3,beta_j,fpc_4_lag1,2,1500,1137.1897817105526,1318.5948908552764,1.6440899736072887,0.9997242353898589,True
3,p_j,fpc_1_lag1,2,1500,46.2184185422386,60.87507108772745,1.76823559695891,0.9997205968563846,False
3,p_j,fpc_2_lag1,2,1500,70.25146327362698,96.07389037808426,0.6200536958400553,1.0105462300383405,False
3,p_j,fpc_3_lag1,2,1500,13.128530878955138,28.273173410937734,5.849799830246516,1.1492150031679693,False
3,p_j,fpc_4_lag1,2,1500,68.89690579447266,77.09643938168762,0.3581517465599979,1.0036520375368179,False
4,beta_j,fpc_1_lag1,2,1500,1111.1054091170715,1305.5527045585359,1.1117424148087074,0.9999511239214441,True
4,beta_j,fpc_2_lag1,2,1500,1383.9141403431813,1441.9570701715907,1.6990073614153522,0.999843591190732,True
4,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,0.9347052476567427,1.0003374397040479,True
4,beta_j,fpc_4_lag1,2,1500,1500.0,1500.0,0.7229103135245105,0.9997902074565407,True
4,p_j,fpc_1_lag1,2,1500,100.49850882923651,115.39077301983997,1.1489604838644225,1.0218675731425833,True
4,p_j,fpc_2_lag1,2,1500,61.47788150187029,98.12061504886303,2.1481092880624235,1.0543160608279207,False
4,p_j,fpc_3_lag1,2,1500,70.96532470136653,124.47358113720591,1.9514521428848204,1.0060293441141115,False
4,p_j,fpc_4_lag1,2,1500,5.326050332059437,82.48683063172011,7.1645032631715075,1.7842447854681185,False
