variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd
fpc_1_lag1,1.0,0.0,0.03200000000000003,0.03111269837220812,0.08900000000000002,0.05515432893255068,0.03200000000000003,0.005656854249492385,0.09099999999999997,0.0014142135623730963
fpc_2_lag1,0.057999999999999996,0.03959797974644662,1.0,0.0,0.06899999999999995,0.007071067811865481,0.061000000000000054,0.0014142135623730963,0.06,0.005656854249492307
fpc_3_lag1,0.067,0.007071067811865403,0.04200000000000004,0.019798989873223347,1.0,0.0,0.07400000000000001,0.03111269837220804,0.08100000000000002,0.046669047558312096
fpc_4_lag1,0.11099999999999999,0.012727922061357866,0.04899999999999999,0.04949747468305829,0.11199999999999999,0.0,1.0,0.0,0.07100000000000001,0.018384776310850174
fpc_5_lag1,0.07800000000000001,0.03959797974644662,0.08100000000000002,0.09758073580374356,0.08600000000000002,0.04808326112068519,0.07299999999999995,0.009899494936611674,1.0,0.0
