componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,5,1,0,4,0,0.2,0.0,0.2,,0.25329999999999997,
FPC 2,5,1,0,4,0,0.2,0.0,0.2,,0.24675000000000002,
FPC 3,5,1,0,4,0,0.2,0.0,0.2,,0.25315000000000004,
FPC 4,5,1,0,4,0,0.2,0.0,0.2,,0.24485,
FPC 5,5,1,0,4,0,0.2,0.0,0.2,,0.25915,
