lectura,norma2,carga_fpc1,carga_fpc2,carga_fpc3,carga_fpc4,fraccion_explicada
a=0.25,2.8560894375214003,-0.9776067875645166,-0.8841215115025309,0.40606959657778113,0.6641426435758268,0.820479854618315
a=0.5,2.8209512790519042,-1.2075486470718904,-0.15218200207866447,-1.0316739021357386,-0.46207103819354334,0.9781075632098132
b=0.75,2.856089437521401,-0.984355745344385,0.9645242944959022,0.1588660755188951,0.5573441420425046,0.7825855315738656
b=0.5,2.8209512790519042,-1.2075486470718904,-0.15218200207866447,-1.0316739021357386,-0.46207103819354334,0.9781075632098132
