M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.0,1.0
1,1. MAE  (L^1),train,RF,2.1083960183149006,2.1083960183149006
1,1. MAE  (L^1),train,GBT,2.1115428956063416,2.1115428956063416
1,1. MAE  (L^1),train,PSBPM-FD,2.1563528948557624,2.1563528948557624
1,1. MAE  (L^1),test,FAR,1.0,1.0
1,1. MAE  (L^1),test,RF,2.0133928768468996,2.0133928768468996
1,1. MAE  (L^1),test,GBT,2.018076731163204,2.018076731163204
1,1. MAE  (L^1),test,PSBPM-FD,2.0022255159815043,2.0022255159815043
1,2. RMSE (L^2),train,FAR,1.0,1.0
1,2. RMSE (L^2),train,RF,2.0511763112172003,2.0511763112172003
1,2. RMSE (L^2),train,GBT,2.0536842320461566,2.0536842320461566
1,2. RMSE (L^2),train,PSBPM-FD,2.1005047810609083,2.1005047810609083
1,2. RMSE (L^2),test,FAR,1.0,1.0
1,2. RMSE (L^2),test,RF,1.9659707098209072,1.9659707098209072
1,2. RMSE (L^2),test,GBT,1.9690164101468757,1.9690164101468757
1,2. RMSE (L^2),test,PSBPM-FD,1.9538672798332726,1.9538672798332726
1,3. E_max promedio por curva,train,FAR,1.0,1.0
1,3. E_max promedio por curva,train,RF,3.030874684898853,3.030874684898853
1,3. E_max promedio por curva,train,GBT,3.0363505419651893,3.0363505419651893
1,3. E_max promedio por curva,train,PSBPM-FD,3.0980902277346694,3.0980902277346694
1,3. E_max promedio por curva,test,FAR,1.0,1.0
1,3. E_max promedio por curva,test,RF,2.979958853877546,2.979958853877546
1,3. E_max promedio por curva,test,GBT,2.975746269801638,2.975746269801638
1,3. E_max promedio por curva,test,PSBPM-FD,2.9808455571045434,2.9808455571045434
1,4. E_max peor de la ventana,train,FAR,1.0598408288696417,1.0
1,4. E_max peor de la ventana,train,RF,2.041800214711276,1.9971729151385844
1,4. E_max peor de la ventana,train,GBT,2.0484055280574216,2.0035538896938685
1,4. E_max peor de la ventana,train,PSBPM-FD,2.114089736870816,2.0668840403533357
1,4. E_max peor de la ventana,test,FAR,1.0618317586462453,1.0
1,4. E_max peor de la ventana,test,RF,2.0023390569311976,1.953962238220391
1,4. E_max peor de la ventana,test,GBT,2.009389738259732,1.9608639500125458
