M,metrica,bloque,banda,razon_vs_mejor
1,5. MPIW,train,FAR (IC del modelo AR),1.1273576850640203
1,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.0511280367633216
1,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
1,5. MPIW,test,FAR (IC del modelo AR),1.1298136140639263
1,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.055596383318054
1,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
1,6. PICP puntual,train,FAR (IC del modelo AR),2.7226432875557904
1,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.118280416791739
1,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),48.96708694913921
1,6. PICP puntual,test,FAR (IC del modelo AR),6.4386438002974264
1,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.3302633001207753
1,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),52.65530238709866
1,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1237018425460639
1,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.562269681742044
1,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),9.332914572864327
1,7. PICPB curva completa,test,FAR (IC del modelo AR),1.134650856389987
1,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1261528326745716
1,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),8.306107660455492
1,8. Winkler,train,FAR (IC del modelo AR),1.0005413844654494
1,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5949596717708008
1,8. Winkler,train,PSBPM-FD (predictiva bayesiana),4.334291118761172
1,8. Winkler,test,FAR (IC del modelo AR),1.0005498993421074
1,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4961791856972055
1,8. Winkler,test,PSBPM-FD (predictiva bayesiana),4.035860732688319
1,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0086076036902927
1,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.3148736493266875
1,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),13.216549297031495
1,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0012482219270535
1,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.120193997976137
1,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),11.731791138432595
1,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.93193622021515
1,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4409045900911077
1,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),7.502690132608094
1,10. Winkler max peor ventana,test,FAR (IC del modelo AR),2.1323589141044224
1,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.30696592795352
