M,metrica,columna,modelo,bloque,minimo,maximo,promedio
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),test,1.8429968909246945,2.2080836292245722,2.0086335786929075
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),train,1.8464265291174506,2.2854824926742907,2.0357448639728117
1,1. MAE  (L^1),mae_f,FAR,test,0.8266336998381568,1.6637397517984323,1.1461481938093445
1,1. MAE  (L^1),mae_f,FAR,train,0.6827205200652673,1.502573850798532,1.0743616404304408
1,1. MAE  (L^1),mae_f,GBT,test,1.9655423577115987,2.5227961189723493,2.273682375081851
1,1. MAE  (L^1),mae_f,GBT,train,1.9685611641253622,2.5708500230817526,2.2111484525422456
1,1. MAE  (L^1),mae_f,PSBPM-FD,test,1.9515788152999298,2.5075795922523256,2.2541790420683063
1,1. MAE  (L^1),mae_f,PSBPM-FD,train,2.001040070291805,2.6519550694071,2.2609046291827712
1,1. MAE  (L^1),mae_f,RF,test,1.9765083394247154,2.483023680260602,2.2664267855696094
1,1. MAE  (L^1),mae_f,RF,train,1.9762053692604329,2.582200243838017,2.2081095013731065
1,1. MAE  (L^1),mae_f,media,test,2.7515602787983,19.623787808115242,11.022216356415775
1,1. MAE  (L^1),mae_f,media,train,2.610869956828635,19.889668925482624,10.430556941283616
1,1. MAE  (L^1),mae_f,persistencia,test,1.9531684780968241,2.4996249340902246,2.2546501204959988
1,1. MAE  (L^1),mae_f,persistencia,train,2.00548622410499,2.6611969290732382,2.261274379392031
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),test,2.28237674482258,2.735378190283816,2.4889109189579064
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),train,2.267788913373075,2.8354943925746703,2.521850390248808
1,2. RMSE (L^2),rmse_f,FAR,test,1.0242993465751806,2.117764763706263,1.4762723072339718
1,2. RMSE (L^2),rmse_f,FAR,train,0.8529481068593961,2.093177244046128,1.3849453104791012
1,2. RMSE (L^2),rmse_f,GBT,test,2.4611690093289234,3.1434110494990155,2.8399568776085835
1,2. RMSE (L^2),rmse_f,GBT,train,2.4677492104418306,3.1627600953420765,2.7536682031597657
1,2. RMSE (L^2),rmse_f,PSBPM-FD,test,2.4400160386153047,3.1205368215704463,2.8164936680830097
1,2. RMSE (L^2),rmse_f,PSBPM-FD,train,2.5281555323111538,3.2608763105099303,2.8212120780249785
1,2. RMSE (L^2),rmse_f,RF,test,2.4743049430827875,3.083797853933872,2.8322812720920387
1,2. RMSE (L^2),rmse_f,RF,train,2.4809553564497104,3.1779204776579832,2.750835515962347
1,2. RMSE (L^2),rmse_f,media,test,3.4375516302473548,19.807501720072707,11.576245416292283
1,2. RMSE (L^2),rmse_f,media,train,3.2545772814784235,20.10622422172098,11.016411685469947
1,2. RMSE (L^2),rmse_f,persistencia,test,2.4440912846147356,3.1065098012680146,2.816917390267262
1,2. RMSE (L^2),rmse_f,persistencia,train,2.5384785545398594,3.2798057031291954,2.8218558256974586
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),test,4.775952052910823,5.75412872486315,5.269692209950457
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),train,4.842569667596879,5.943615309239478,5.332249379127643
1,3. E_max promedio por curva,linf_medio,FAR,test,1.524847310675248,2.8677035495756185,2.021457050105124
1,3. E_max promedio por curva,linf_medio,FAR,train,1.3970740716313166,2.7945885300989857,1.9762771591305983
1,3. E_max promedio por curva,linf_medio,GBT,test,5.2566134452607844,6.443611159987816,5.920650147902419
1,3. E_max promedio por curva,linf_medio,GBT,train,5.315222827776345,6.505507029798497,5.866001731799424
1,3. E_max promedio por curva,linf_medio,PSBPM-FD,test,5.26191820987067,6.512499064991945,5.930961852390515
1,3. E_max promedio por curva,linf_medio,PSBPM-FD,train,5.402332293690295,6.642501078898069,5.9894735774271055
1,3. E_max promedio por curva,linf_medio,RF,test,5.297110356873093,6.5055109879276625,5.923605540147364
1,3. E_max promedio por curva,linf_medio,RF,train,5.3437160290159,6.480271472876828,5.855617256504222
1,3. E_max promedio por curva,linf_medio,media,test,6.406780395172423,24.214248342336326,15.559283984008884
1,3. E_max promedio por curva,linf_medio,media,train,6.270216696718974,24.971392630351833,14.931389337737887
1,3. E_max promedio por curva,linf_medio,persistencia,test,5.295742461331534,6.392521008451736,5.934149165031469
1,3. E_max promedio por curva,linf_medio,persistencia,train,5.44046843691545,6.654889208979443,5.9909541219067375
1,4. E_max peor de la ventana,linf_max,(truncamiento FPCA),test,6.0553120623215975,7.393683722782686,6.7874561264982365
1,4. E_max peor de la ventana,linf_max,(truncamiento FPCA),train,6.103244017463661,7.944629460494069,6.9407783378026355
1,4. E_max peor de la ventana,linf_max,FAR,test,2.494251771462462,11.221841370074351,5.337734249552656
1,4. E_max peor de la ventana,linf_max,FAR,train,2.47983394936017,13.615315386039684,5.1004852015974915
1,4. E_max peor de la ventana,linf_max,GBT,test,7.310373466758913,9.47663514829854,8.594961402793098
1,4. E_max peor de la ventana,linf_max,GBT,train,6.911259210298845,9.912932647641263,8.26721526195301
1,4. E_max peor de la ventana,linf_max,PSBPM-FD,test,7.186811025376129,9.469542737044616,8.416177505981745
1,4. E_max peor de la ventana,linf_max,PSBPM-FD,train,6.983404090692733,11.892319526552612,8.577988147622763
1,4. E_max peor de la ventana,linf_max,RF,test,7.289002492527489,9.673781332182436,8.588588852365396
1,4. E_max peor de la ventana,linf_max,RF,train,6.7698778308864895,10.612255184371312,8.24868358227316
1,4. E_max peor de la ventana,linf_max,media,test,8.85405775002518,27.563779188598783,19.63096245186223
1,4. E_max peor de la ventana,linf_max,media,train,8.281889184408417,27.921309396709887,19.099378145140548
1,4. E_max peor de la ventana,linf_max,persistencia,test,7.263974063868357,9.319923372958332,8.42029572371641
1,4. E_max peor de la ventana,linf_max,persistencia,train,7.10945440060939,11.757710365201339,8.590512144480297
2,1. MAE  (L^1),mae_f,(truncamiento FPCA),test,0.3363575311294535,0.5311625856099352,0.4163912383922388
2,1. MAE  (L^1),mae_f,(truncamiento FPCA),train,0.31099290113492134,0.5780604720753526,0.43156454769387126
2,1. MAE  (L^1),mae_f,FAR,test,0.8266336998381568,1.6637397517984323,1.1461481938093445
2,1. MAE  (L^1),mae_f,FAR,train,0.6827205200652673,1.502573850798532,1.0743616404304408
2,1. MAE  (L^1),mae_f,GBT,test,0.9364767548812905,1.9232918909787142,1.2499530726685948
2,1. MAE  (L^1),mae_f,GBT,train,0.597751816687699,1.249410068265628,0.8487029151765891
2,1. MAE  (L^1),mae_f,PSBPM-FD,test,0.8960273104835288,1.7691847649084171,1.1809618329379767
2,1. MAE  (L^1),mae_f,PSBPM-FD,train,0.7259414113177067,1.6804032604808605,1.1511837803311045
2,1. MAE  (L^1),mae_f,RF,test,0.8635488724731066,2.34159437841017,1.3825787855749252
2,1. MAE  (L^1),mae_f,RF,train,0.6216726336287185,2.102233377126899,1.1498761389078767
2,1. MAE  (L^1),mae_f,media,test,2.7515602787983,19.623787808115242,11.022216356415775
2,1. MAE  (L^1),mae_f,media,train,2.610869956828635,19.889668925482624,10.430556941283616
2,1. MAE  (L^1),mae_f,persistencia,test,0.8708812885172085,1.8221269373033213,1.227914482492791
2,1. MAE  (L^1),mae_f,persistencia,train,0.7825244920514757,1.7460962619744584,1.1916764022034776
2,2. RMSE (L^2),rmse_f,(truncamiento FPCA),test,0.4404512397519114,0.7175101877787307,0.5523712589103897
2,2. RMSE (L^2),rmse_f,(truncamiento FPCA),train,0.39398235724450725,0.7460466278657217,0.567622000625025
2,2. RMSE (L^2),rmse_f,FAR,test,1.0242993465751806,2.117764763706263,1.4762723072339718
2,2. RMSE (L^2),rmse_f,FAR,train,0.8529481068593961,2.093177244046128,1.3849453104791012
2,2. RMSE (L^2),rmse_f,GBT,test,1.1262333482834705,2.340140395838888,1.5868381423122562
2,2. RMSE (L^2),rmse_f,GBT,train,0.75645578314051,1.587394461564133,1.0763199196190572
2,2. RMSE (L^2),rmse_f,PSBPM-FD,test,1.1210396850598603,2.2325378372420235,1.5300752251546148
2,2. RMSE (L^2),rmse_f,PSBPM-FD,train,0.9266379330806928,2.3131443338357114,1.4878796667650125
2,2. RMSE (L^2),rmse_f,RF,test,1.1348949319992179,2.6898096836191927,1.7445874594231239
2,2. RMSE (L^2),rmse_f,RF,train,0.7771176558720413,2.4930756126944495,1.4532584124885155
