M,metrica,columna,bloque,modelo,pct_ventanas_ganadas,n_ventanas
1,1. MAE  (L^1),mae_f,train,FAR,1.0,680
1,1. MAE  (L^1),mae_f,train,RF,0.0,680
1,1. MAE  (L^1),mae_f,train,GBT,0.0,680
1,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,680
1,1. MAE  (L^1),mae_f,test,FAR,1.0,281
1,1. MAE  (L^1),mae_f,test,RF,0.0,281
1,1. MAE  (L^1),mae_f,test,GBT,0.0,281
1,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.0,281
1,2. RMSE (L^2),rmse_f,train,FAR,1.0,680
1,2. RMSE (L^2),rmse_f,train,RF,0.0,680
1,2. RMSE (L^2),rmse_f,train,GBT,0.0,680
1,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.0,680
1,2. RMSE (L^2),rmse_f,test,FAR,1.0,281
1,2. RMSE (L^2),rmse_f,test,RF,0.0,281
1,2. RMSE (L^2),rmse_f,test,GBT,0.0,281
1,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.0,281
1,3. E_max promedio por curva,linf_medio,train,FAR,1.0,680
1,3. E_max promedio por curva,linf_medio,train,RF,0.0,680
1,3. E_max promedio por curva,linf_medio,train,GBT,0.0,680
1,3. E_max promedio por curva,linf_medio,train,PSBPM-FD,0.0,680
1,3. E_max promedio por curva,linf_medio,test,FAR,1.0,281
1,3. E_max promedio por curva,linf_medio,test,RF,0.0,281
1,3. E_max promedio por curva,linf_medio,test,GBT,0.0,281
1,3. E_max promedio por curva,linf_medio,test,PSBPM-FD,0.0,281
1,4. E_max peor de la ventana,linf_max,train,FAR,0.7941176470588235,680
1,4. E_max peor de la ventana,linf_max,train,RF,0.08970588235294118,680
1,4. E_max peor de la ventana,linf_max,train,GBT,0.09264705882352942,680
1,4. E_max peor de la ventana,linf_max,train,PSBPM-FD,0.023529411764705882,680
1,4. E_max peor de la ventana,linf_max,test,FAR,0.7864768683274022,281
1,4. E_max peor de la ventana,linf_max,test,RF,0.0035587188612099642,281
1,4. E_max peor de la ventana,linf_max,test,GBT,0.07829181494661921,281
