M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,5.49963834315153,5.499638343151531,5.499638343151531
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,5.49963834315153,5.499638343151531,5.499638343151531
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,10.00610768627181,10.00610768627181,10.00610768627181
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,10.00610768627181,10.00610768627181,10.00610768627181
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,4.810074250221253,4.932941151301066,4.8678787497709015
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,4.776860145154564,4.962538254737854,4.878627465599215
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8206666666666667,1.0,0.9312930011862396
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.8393333333333334,1.0,0.951385294117647
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.9066666666666666,0.9986666666666667,0.965658362989324
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.8873333333333333,1.0,0.9707382352941176
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.5546666666666666,0.6626666666666666,0.6086476868327402
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.534,0.68,0.6103274509803922
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.6,1.0,0.8010676156583629
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.55,1.0,0.8132352941176471
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.55,0.95,0.7902135231316726
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.5,1.0,0.7689705882352941
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.0,0.0
1,8. Winkler,winkler,FAR (IC del modelo AR),test,5.504684024954855,12.624294495936285,7.623698262407412
1,8. Winkler,winkler,FAR (IC del modelo AR),train,5.504684024954855,14.73002228729888,7.13669685944332
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,10.070709792988598,13.42038503830996,10.923432974368735
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,10.057672491383283,15.898847687083272,10.870344217271759
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,21.690742674652434,36.8244528780362,29.491386921429093
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,23.1096356270073,38.862439582349346,29.421695444517002
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,6.782810880819724,32.88184501291407,14.733358055329813
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,6.782810880819724,33.640847894198444,13.770838494184007
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,23.16478536191709,34.64244687416308,26.697215100228053
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,23.16478536191709,39.79568680201906,26.45516040845264
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,118.37034370990382,168.12244352292382,145.1040093613906
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,124.8589297982639,172.636282637918,147.49097336380305
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,6.782810880819724,320.000248067399,106.65606895883285
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,6.782810880819725,415.7392087060123,97.76239097003203
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,23.164785361917097,122.33343441704994,61.419438212134864
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,23.164785361917094,240.89099788720264,62.48662200183339
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,199.28707579954565,281.03748006833126,244.02067952277466
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,185.90653875555623,382.80707255264264,251.53982889998048
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,5.49963834315153,5.499638343151531,5.499638343151531
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,5.49963834315153,5.499638343151531,5.499638343151531
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,5.899896427061769,5.899896427061769,5.899896427061769
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,5.899896427061769,5.89989642706177,5.899896427061769
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,5.667150015708447,6.598302958011627,6.097923218236251
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,5.516132851273132,6.710177369321697,6.126244556389906
2,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8206666666666667,1.0,0.9312930011862396
