variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,0.07266666666666671,0.03205550741379016,0.09866666666666668,0.018856180831641232,0.08566666666666667,0.025927248643506713
fpc_2_lag1,0.06866666666666665,0.001885618083164076,1.0,0.0,0.09200000000000003,0.04902607016226731,0.08666666666666667,0.005656854249492385
fpc_3_lag1,0.0683333333333333,0.005185449728701327,0.08066666666666666,0.03111269837220812,1.0,0.0,0.09099999999999997,0.01555634918610406
fpc_4_lag1,0.05933333333333335,0.007542472332656461,0.067,0.022156012477178483,0.08733333333333332,0.02828427124746185,1.0,0.0
