componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,fpc_1_lag1,2,1500,1276.2060613062165,1388.1030306531084,2.12063544416103,0.9996821071237328,False
1,beta_j,fpc_2_lag1,2,1500,1500.0,1500.0,0.49713073733979823,1.0006073222116605,True
1,beta_j,fpc_3_lag1,2,1500,1428.6269775592675,1464.3134887796336,0.5387956135771859,1.0007811954759738,True
1,beta_j,fpc_4_lag1,2,1500,1500.0,1500.0,1.4546232984502694,1.000276325011919,True
1,p_j,fpc_1_lag1,2,1500,8.741519606057983,12.218109543271662,2.4600828299968973,1.05253776204758,False
1,p_j,fpc_2_lag1,2,1500,57.93506629593934,90.38431742697612,0.36511635720739155,1.0490247984202579,False
1,p_j,fpc_3_lag1,2,1500,119.72473862093855,138.0531695294717,1.4715440672265947,1.002522157360984,True
1,p_j,fpc_4_lag1,2,1500,66.47326299225233,97.68407540271085,1.2660765578229671,1.005799980005265,False
2,beta_j,fpc_1_lag1,2,1500,1300.6837324536175,1400.3418662268086,0.9379778405212642,1.000331690325616,True
2,beta_j,fpc_2_lag1,2,1500,1500.0,1500.0,0.7851853513310514,1.0003137207786932,True
2,beta_j,fpc_3_lag1,2,1500,1422.5374134608385,1461.2687067304191,0.807390963426174,0.9999822292652542,True
2,beta_j,fpc_4_lag1,2,1500,1500.0,1500.0,1.8694061856198403,0.9997290169061768,True
2,p_j,fpc_1_lag1,2,1500,95.25715108623262,145.4010338604454,1.9307923489798975,1.0183443777578627,False
2,p_j,fpc_2_lag1,2,1500,114.16625356335881,119.754539301331,1.3537936761096647,1.0579008741492368,True
2,p_j,fpc_3_lag1,2,1500,80.69837480772357,88.83577248882571,1.4454826545214035,1.0200080562964962,False
2,p_j,fpc_4_lag1,2,1500,125.37999147279304,178.31423472637428,0.8600884735224684,1.02180344176968,True
3,beta_j,fpc_1_lag1,2,1500,1500.0,1500.0,0.9485925991494615,0.9997283366266283,True
3,beta_j,fpc_2_lag1,2,1500,1443.3399224485674,1471.6699612242837,0.33652751077041504,0.9996956593909765,True
3,beta_j,fpc_3_lag1,2,1500,1359.0589165381955,1385.7233802610922,0.19850239598080768,0.9996731060898563,True
3,beta_j,fpc_4_lag1,2,1500,1325.4798549495047,1412.7399274747522,0.45044737489012787,1.0002509783696087,True
3,p_j,fpc_1_lag1,2,1500,72.70549457302796,105.78899673131886,1.4264265501871434,1.0021737828328416,False
3,p_j,fpc_2_lag1,2,1500,79.59423215615001,85.21229175514955,2.672967551091892,1.0067699740734248,False
3,p_j,fpc_3_lag1,2,1500,20.15433113675457,31.013735644256023,1.927821200402941,1.0608544601364396,False
3,p_j,fpc_4_lag1,2,1500,55.62340866115413,88.31763370440103,1.538705075096694,0.9996668252084613,False
4,beta_j,fpc_1_lag1,2,1500,1194.0663796880951,1279.7154157920947,1.3718484940754418,0.999705382709778,True
4,beta_j,fpc_2_lag1,2,1500,939.253684391865,1146.3216682132374,1.3161489315393036,0.9998780571097915,True
4,beta_j,fpc_3_lag1,2,1500,700.7134030686175,1013.6316064277966,1.0526707175688237,0.9996918383603954,True
4,beta_j,fpc_4_lag1,2,1500,1500.0,1500.0,1.2816083604019488,0.9997498231240429,True
4,p_j,fpc_1_lag1,2,1500,64.55493163239734,75.53041765636843,1.4625430461738012,1.0109114700667283,False
4,p_j,fpc_2_lag1,2,1500,61.2705933598351,107.2077788526026,1.9743374901852375,1.0031970487821755,False
4,p_j,fpc_3_lag1,2,1500,52.81880721041628,87.51576586566912,0.5324162873586873,1.0000543461619718,False
4,p_j,fpc_4_lag1,2,1500,9.102484722940003,11.45513310060571,2.9689392995378867,1.165573701199774,False
