metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.68188063266293,0.9360995008861002,0.7963942251452353
1. MAE  (L^1),test,mae_f,0.7451295731632156,0.9569290700989332,0.8290342039996998
2. RMSE (L^2),train,rmse_f,0.8534438936438582,1.1734525617108138,0.9983765501034887
2. RMSE (L^2),test,rmse_f,0.9429711930391427,1.1908358069116574,1.028239088635224
3. E_max promedio por curva,train,linf_medio,1.6615884587064023,2.24615110278988,1.9203489809591616
3. E_max promedio por curva,test,linf_medio,1.7584776591463793,2.2423978696832743,1.9694538295479758
4. E_max peor de la ventana,train,linf_max,2.4262596418573703,3.9813478017733885,3.105856366534928
4. E_max peor de la ventana,test,linf_max,2.66064677982988,3.6705863657964493,2.9962393172000628
5. MPIW,train,mpiw,3.378166051759577,3.4859818783628786,3.4267070462333153
5. MPIW,test,mpiw,3.381818392056329,3.4846683307787036,3.430942266374782
6. PICP puntual,train,picp,0.852,0.9566666666666667,0.9077382716049384
6. PICP puntual,test,picp,0.8466666666666667,0.928,0.8963559577677224
7. PICPB curva completa,train,picp_simultaneo,0.05,0.55,0.28722222222222227
7. PICPB curva completa,test,picp_simultaneo,0.05,0.35,0.2106334841628959
8. Winkler,train,winkler,4.067470183298979,7.031583982440575,5.030540993601786
8. Winkler,test,winkler,4.396310443410076,6.540529028423198,5.148230098591078
9. Winkler max promedio,train,winkler_max_medio,12.681449940485525,32.21556017732246,21.240533137118796
9. Winkler max promedio,test,winkler_max_medio,15.468689854440134,33.36295051112198,23.36486770443978
10. Winkler max peor ventana,train,winkler_max_glob,39.0258536207147,100.74443003495934,63.229734583911586
10. Winkler max peor ventana,test,winkler_max_glob,42.796146992166484,109.39890664674641,66.45136417462741
