grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,799,FAR (IC del modelo AR),0.45520057356717775,3.9031244157825062,1.0,1.0
mejores,799,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.45520057356717775,4.14085894827328,1.0,1.0
mejores,799,PSBPM-FD (predictiva bayesiana),0.45520057356717775,1.807284941097411,0.8666666666666667,0.0
mejores,691,FAR (IC del modelo AR),0.5169109013769049,3.9031244157825062,1.0,1.0
mejores,691,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5169109013769049,4.14085894827328,1.0,1.0
mejores,691,PSBPM-FD (predictiva bayesiana),0.5169109013769049,1.8459821243832508,1.0,1.0
mejores,757,FAR (IC del modelo AR),0.5341580010064327,3.9031244157825062,1.0,1.0
mejores,757,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5341580010064327,4.14085894827328,1.0,1.0
mejores,757,PSBPM-FD (predictiva bayesiana),0.5341580010064327,1.974372752290219,0.8933333333333333,0.0
mejores,717,FAR (IC del modelo AR),0.5345110096476573,3.903124415782507,1.0,1.0
mejores,717,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5345110096476573,4.14085894827328,1.0,1.0
mejores,717,PSBPM-FD (predictiva bayesiana),0.5345110096476573,1.851909416449877,1.0,1.0
mejores,795,FAR (IC del modelo AR),0.5510389987833818,3.9031244157825062,1.0,1.0
mejores,795,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5510389987833818,4.14085894827328,1.0,1.0
mejores,795,PSBPM-FD (predictiva bayesiana),0.5510389987833818,1.827006217520684,0.96,0.0
peores,652,FAR (IC del modelo AR),2.1010435423700886,3.9031244157825062,0.6,0.0
peores,652,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.1010435423700886,4.14085894827328,0.5866666666666667,0.0
peores,652,PSBPM-FD (predictiva bayesiana),2.1010435423700886,1.8707244204419355,0.32,0.0
peores,650,FAR (IC del modelo AR),1.9698592761229576,3.9031244157825062,0.6,0.0
peores,650,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9698592761229576,4.14085894827328,0.56,0.0
peores,650,PSBPM-FD (predictiva bayesiana),1.9698592761229576,1.8644957736041397,0.13333333333333333,0.0
peores,762,FAR (IC del modelo AR),1.7918075831176543,3.9031244157825062,0.6933333333333334,0.0
peores,762,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7918075831176543,4.14085894827328,0.68,0.0
peores,762,PSBPM-FD (predictiva bayesiana),1.7918075831176543,1.8274158329345906,0.26666666666666666,0.0
peores,787,FAR (IC del modelo AR),1.7518057886979634,3.9031244157825062,0.6533333333333333,0.0
peores,787,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7518057886979634,4.14085894827328,0.72,0.0
peores,787,PSBPM-FD (predictiva bayesiana),1.7518057886979634,1.8263680454778175,0.3466666666666667,0.0
peores,738,FAR (IC del modelo AR),1.7205432745319729,3.9031244157825062,0.76,0.0
peores,738,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7205432745319729,4.14085894827328,0.7733333333333333,0.0
peores,738,PSBPM-FD (predictiva bayesiana),1.7205432745319729,1.7723696696509919,0.26666666666666666,0.0
