componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,8,2,0,6,0,0.25,0.0,0.25,,0.2675,
FPC 2,8,2,0,6,0,0.25,0.0,0.25,,0.29334375,
FPC 3,8,1,0,7,0,0.125,0.0,0.125,,0.135125,
FPC 4,8,0,0,8,0,0.0,0.0,0.0,,0.021781249999999995,
FPC 5,8,0,0,8,0,0.0,0.0,0.0,,0.06521875,
FPC 6,8,0,0,8,0,0.0,0.0,0.0,,0.02225,
FPC 7,8,0,0,8,0,0.0,0.0,0.0,,0.018156249999999992,
FPC 8,8,0,0,8,0,0.0,0.0,0.0,,0.01837499999999998,
