variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd,FPC 6,FPC 6_sd,FPC 7,FPC 7_sd,FPC 8,FPC 8_sd
fpc_1_lag1,1.0,0.0,0.9802500000000001,0.01378858223313765,0.14175,0.0024748737341528794,0.01974999999999999,0.01803122292025694,0.058250000000000024,0.014495689014324197,0.014000000000000012,0.004242640687119289,0.018500000000000016,0.0021213203435596446,0.017249999999999988,0.00530330085889915
fpc_2_lag1,0.8485,0.036062445840513956,0.9995,0.0007071067811865482,0.02975,0.006717514421272168,0.019000000000000017,0.004242640687119289,0.059750000000000025,0.008131727983645264,0.02174999999999999,0.012374368670764553,0.01924999999999999,0.002474873734152958,0.063,0.017677669529663705
fpc_3_lag1,0.04250000000000004,0.009192388155425127,0.0665,0.033941125496954314,0.7242500000000001,0.3807770016689559,0.022249999999999992,0.007424621202458717,0.06474999999999997,0.00601040764008562,0.023249999999999993,0.018031222920257016,0.013500000000000012,0.004949747468305837,0.014749999999999985,0.001060660171779783
fpc_4_lag1,0.04475000000000001,0.011667261889578083,0.058499999999999996,0.03535533905932741,0.03049999999999997,0.0014142135623730963,0.016000000000000014,0.02262741699796954,0.059750000000000025,0.001060660171779783,0.028749999999999998,0.015202795795510746,0.011249999999999982,0.006717514421272247,0.011749999999999983,0.0038890872965259755
fpc_5_lag1,0.05425000000000002,0.010960155108391536,0.04249999999999998,0.016970562748477157,0.068,0.009899494936611596,0.023749999999999993,0.014495689014324277,0.09600000000000003,0.07636753236814713,0.026249999999999996,0.016617009357883922,0.010499999999999954,0.0028284271247461927,0.008999999999999952,0.009192388155425127
fpc_6_lag1,0.046750000000000014,0.01378858223313765,0.05349999999999999,0.037476659402886976,0.03450000000000003,0.00777817459305203,0.017249999999999988,0.008838834764831813,0.07350000000000001,0.004242640687119289,0.016249999999999987,0.014495689014324197,0.013000000000000012,0.0014142135623730963,0.013749999999999984,0.001060660171779783
fpc_7_lag1,0.060250000000000026,0.001767766952966331,0.08300000000000002,0.03181980515339467,0.024749999999999994,0.0045961940777126025,0.03375,0.019445436482630033,0.04949999999999999,0.0014142135623730963,0.025249999999999995,0.018031222920257016,0.04425000000000001,0.001767766952966331,0.014499999999999957,0.009899494936611674
fpc_8_lag1,0.04300000000000004,0.0028284271247461927,0.063,0.041012193308819715,0.027500000000000024,0.00777817459305203,0.022499999999999964,0.004242640687119289,0.06024999999999997,0.009545941546018361,0.02250000000000002,0.014849242404917511,0.014999999999999958,0.0021213203435596446,0.0030000000000000027,0.004242640687119289
