metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6841618026778903,0.9358650417814831,0.7962219066334224
1. MAE  (L^1),test,mae_f,0.7450809365187518,0.9554635385649087,0.8297165222295343
2. RMSE (L^2),train,rmse_f,0.8535267328959754,1.176650318556878,0.9979981686664726
2. RMSE (L^2),test,rmse_f,0.9422846067323126,1.1873233459352484,1.0287529343684727
3. E_max promedio por curva,train,linf_medio,1.6693882098768256,2.252769138712799,1.918791051848954
3. E_max promedio por curva,test,linf_medio,1.7615367169819098,2.255019116728266,1.970524679282391
4. E_max peor de la ventana,train,linf_max,2.4086541699157342,4.059302941193797,3.108827203018808
4. E_max peor de la ventana,test,linf_max,2.672380925545766,3.694051118166604,2.997861516384768
5. MPIW,train,mpiw,3.4197720948555,3.5015710085010596,3.458315952511679
5. MPIW,test,mpiw,3.4321080313046575,3.517484093615613,3.461146680599712
6. PICP puntual,train,picp,0.8513333333333334,0.96,0.9112629629629629
6. PICP puntual,test,picp,0.8466666666666667,0.9333333333333333,0.8981176470588235
7. PICPB curva completa,train,picp_simultaneo,0.1,0.55,0.2964814814814815
7. PICPB curva completa,test,picp_simultaneo,0.05,0.35,0.22194570135746605
8. Winkler,train,winkler,4.081345381595038,6.853465009175733,4.99288026296018
8. Winkler,test,winkler,4.3603738707179165,6.440646643308433,5.138496486530235
9. Winkler max promedio,train,winkler_max_medio,12.625710977511421,31.406002173083245,20.980938469069937
9. Winkler max promedio,test,winkler_max_medio,15.82457256604826,34.19958987384657,23.26070038048184
10. Winkler max peor ventana,train,winkler_max_glob,36.0509970326892,103.89553099687095,63.17602472779273
10. Winkler max peor ventana,test,winkler_max_glob,44.96498787719253,111.62787526303897,67.39210796700183
